j ;Ptz;t ;K;DA ;DB ;DC ;DD ;Y ;Pt;Pe;Zg;Zw;PtA ;PtB ;PtC ;PtD ;PtS;E;PeA ;PeB ;PeC ;PeD ;ZgA;ZwB;ZwC;ZwD;RA;RB;RC;RD
1240;442,4;-0,8;172,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1241;441,6;-0,8;178,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1242;440,9;-1,0;181,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1243;439,6;-1,1;183,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1244;447,2;-1,2;183,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1245;461,2;-1,5;181,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1246;454,7;-1,7;180,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1247;450,4;-1,9;180,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1248;444,5;-2,3;170,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1249;452,1;-3,0;177,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1250;452,4;-1,9;173,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1251;444,5;-2,0;172,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1252;441,6;-2,3;177,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1253;439,7;-3,0;180,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1254;451;-2,6;183,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1255;451,8;-2,8;241,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1256;434,2;-3,0;240,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1257;448,9;-3,2;363,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1258;459,4;-3,1;363,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1259;458,8;-2,8;363,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1260;458,1;-2,3;363,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1261;459,6;-1,8;363,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1262;447,6;-1,5;363,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1263;435,2;-1,4;363,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1264;431,7;-1,5;361,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1265;438,9;-1,8;363,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1266;447,8;-2,3;363,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1267;486;-2,6;363,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1268;521,1;-2,9;363,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1269;542,2;-3,3;363,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1270;533,6;-3,8;210,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1271;520,6;-4,2;242,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1272;507,1;-4,7;184,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1273;478,8;-4,0;184,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1274;469,8;-3,8;182,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1275;458,8;-4,0;181,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1276;457,7;-4,3;181,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1277;459;-4,4;182,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1278;478,2;-5,0;184,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1279;501,2;-4,7;241,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1280;497,4;-4,6;240,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1281;497,5;-4,6;266,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1282;507,3;-4,4;350,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1283;498,3;-4,0;350,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1284;470,8;-3,6;366,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1285;466;-3,2;366,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1286;469;-2,7;366,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1287;467,9;-2,4;366,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1288;477,2;-2,3;366,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1289;478,3;-2,5;366,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1290;497,3;-3,0;366,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1291;515,8;-3,5;366,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1292;516,1;-4,0;366,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1293;512,7;-4,6;366,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1294;520,1;-5,2;210,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1295;505,8;-5,8;242,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1296;517,1;-6,5;183,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1297;514,3;-7,1;186,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1298;536,1;-7,3;184,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1299;542,3;-7,5;184,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1300;541,3;-9,3;184,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1301;542,1;-10,0;184,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1302;536,8;-10,0;186,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1303;529,9;-7,9;242,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1304;530,2;-7,5;240,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1305;531,9;-6,7;266,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1306;525,6;-5,5;343,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1307;511,3;-4,7;343,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1308;510,9;-4,4;343,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1309;478,5;-4,3;343,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1310;492,1;-4,2;343,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1311;497,5;-4,4;343,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1312;516,9;-5,0;340,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1313;561,6;-5,7;343,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1314;591,7;-6,2;352,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1315;651,5;-6,4;362,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1316;655;-6,8;352,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1317;655;-7,5;343,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1318;655;-8,1;228,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1319;655;-8,6;244,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1320;652;-9,4;186,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1321;636,7;-11,7;186,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1322;630,8;-12,0;184,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1323;622,8;-12,5;183,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1324;608;-12,6;184,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1325;605,7;-12,8;184,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1326;600,8;-13,3;186,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1327;601,5;-13,3;244,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1328;614,3;-12,2;240,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1329;615,3;-11,3;343,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1330;615,4;-10,4;345,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1331;599,7;-9,9;345,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1332;586,9;-9,9;345,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1333;575;-9,9;345,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1334;564,7;-9,8;345,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1335;589,2;-9,5;345,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1336;593,9;-9,4;345,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1337;606;-9,2;345,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1338;633,3;-9,2;345,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1339;645,3;-8,9;349,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1340;646,4;-8,6;345,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1341;645,5;-8,8;345,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1342;646,9;-9,1;210,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1343;652,4;-9,3;246,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1344;642,1;-9,8;186,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1345;653,8;-12,4;186,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1346;645,9;-12,0;184,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1347;647,5;-12,9;184,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1348;640;-12,1;184,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1349;640,2;-12,0;184,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1350;633,4;-12,8;186,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1351;637,3;-12,8;229,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1352;651,8;-12,0;231,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1353;655;-11,5;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1354;651,5;-11,0;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1355;610,1;-10,4;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1356;539,8;-10,4;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1357;521,1;-10,4;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1358;527,3;-10,3;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1359;556,1;-10,2;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1360;616,4;-10,1;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1361;622,8;-10,0;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1362;648,5;-10,1;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1363;655;-10,0;267,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1364;655;-9,9;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1365;655;-10,0;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1366;655;-10,2;210,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1367;655;-10,5;244,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1368;655;-11,1;186,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1369;655;-12,6;186,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1370;647;-13,3;186,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1371;630,2;-13,4;186,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1372;636,5;-13,4;186,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1373;636,7;-13,2;186,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1374;647,4;-13,3;186,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1375;655;-13,4;186,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1376;655;-13,4;186,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1377;655;-13,1;246,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1378;655;-12,6;255,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1379;639,5;-12,2;255,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1380;619,6;-12,1;255,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1381;614,9;-12,1;255,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1382;619,1;-12,1;255,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1383;625;-11,8;255,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1384;647,2;-11,6;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1385;653,3;-11,3;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1386;655;-10,7;255,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1387;655;-10,1;255,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1388;655;-9,8;255,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1389;655;-9,9;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1390;655;-10,1;186,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1391;655;-10,4;186,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1392;655;-10,9;178,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1393;642,4;-12,3;173,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1394;643,3;-12,6;167,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1395;643,5;-12,7;167,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1396;640,1;-13,0;167,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1397;655;-12,8;167,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1398;655;-12,8;167,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1399;655;-13,0;167,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1400;655;-12,8;168,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1401;641,7;-12,4;174,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1402;644,5;-11,7;183,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1403;634,7;-11,3;184,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1404;587;-11,3;186,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1405;573,6;-11,2;186,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1406;572,7;-10,9;186,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1407;573;-10,4;184,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1408;592,1;-10,1;184,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1409;616,1;-9,8;184,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1410;655;-9,8;223,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1411;655;-9,9;225,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1412;655;-10,1;223,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1413;655;-10,5;190,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1414;655;-10,9;184,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1415;655;-11,5;184,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1416;655;-12,2;173,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1417;650,6;-12,1;181,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1418;655;-13,9;181,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1419;655;-15,4;177,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1420;655;-17,0;181,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1421;655;-17,2;181,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1422;655;-17,0;182,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1423;655;-17,4;224,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1424;655;-15,7;240,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1425;655;-14,0;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1426;613,8;-12,2;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1427;579,8;-10,5;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1428;564,8;-9,7;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1429;558,3;-9,0;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1430;553,6;-8,3;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1431;547,3;-8,2;231,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1432;557;-8,4;224,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1433;587;-8,7;231,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1434;639,2;-9,8;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1435;655;-10,9;267,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1436;655;-11,4;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1437;655;-11,8;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1438;655;-12,1;211,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1439;655;-12,5;245,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1440;655;-13,1;186,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1441;655;-13,0;186,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1442;655;-14,0;186,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1443;655;-14,5;184,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1444;655;-14,8;184,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1445;655;-16,0;186,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1446;655;-15,5;186,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1447;655;-16,0;243,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1448;655;-14,8;240,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1449;649,5;-13,3;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1450;594,1;-11,3;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1451;588,9;-9,7;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1452;554,9;-8,8;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1453;535,6;-7,8;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1454;515,2;-6,8;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1455;521,5;-6,5;218,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1456;524,8;-6,4;211,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1457;525,9;-6,4;215,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1458;551,4;-6,9;246,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1459;571,1;-7,5;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1460;567,8;-7,8;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1461;603,3;-8,1;229,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1462;624,3;-8,4;210,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1463;628,3;-8,6;186,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1464;638,4;-9,0;181,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1465;639;-11,3;181,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1466;648,8;-12,8;181,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1467;650,4;-13,0;178,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1468;649,8;-13,7;181,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1469;636,8;-14,2;181,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1470;639,3;-15,3;181,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1471;639,5;-15,5;186,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1472;633,7;-15,1;211,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1473;611,8;-14,3;231,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1474;591;-11,9;231,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1475;571,6;-11,3;226,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1476;548,9;-9,2;219,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1477;552;-8,3;211,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1478;539,1;-7,3;211,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1479;513,8;-7,0;210,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1480;507,8;-6,8;210,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1481;533,7;-6,8;215,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1482;580,2;-7,7;231,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1483;594;-8,6;267,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1484;610,7;-9,2;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1485;635,7;-9,8;231,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1486;655;-10,4;211,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1487;655;-11,2;245,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1488;655;-12,0;186,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1489;655;-13,6;184,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1490;651,6;-13,9;184,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1491;648,9;-15,0;183,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1492;640,8;-15,2;183,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1493;643,7;-15,0;184,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1494;592,3;-16,0;184,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1495;583,6;-16,0;224,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1496;612;-14,1;240,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1497;549,8;-11,5;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1498;455,5;-8,5;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1499;477;-6,1;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1500;481,2;-4,7;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1501;484,6;-3,3;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1502;431,4;-2,0;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1503;429,4;-1,7;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1504;427,5;-1,5;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1505;451,8;-1,7;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1506;461,8;-3,1;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1507;475,6;-4,5;267,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1508;567,5;-5,3;255,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1509;616,5;-6,3;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1510;618,6;-7,2;211,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1511;601,5;-7,9;247,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1512;589,3;-8,7;186,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1513;574,7;-8,0;186,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1514;574,7;-9,7;184,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1515;574,5;-10,0;183,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1516;570,5;-10,0;184,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1517;562,3;-9,9;184,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1518;563,3;-10,6;186,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1519;555,5;-9,5;217,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1520;534,4;-8,4;235,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1521;446,5;-6,4;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1522;442,7;-3,9;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1523;378,1;-1,5;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1524;349;0,3;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1525;301,7;2,1;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1526;274,9;3,8;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1527;326;4,4;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1528;357,9;4,6;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1529;386,3;4,4;235,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1530;408,1;3,0;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1531;429,5;1,4;267,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1532;411,7;0,6;254,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1533;437,7;-0,1;248,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1534;450,8;-0,6;211,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1535;439,4;-0,9;247,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1536;425,3;-1,2;186,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1537;482;0,2;184,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
1538;460,9;0,0;183,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
