j;Ptz;t;K;DA;DB;DC;DD;Y;Pt;Pe;Zg;Zw;PtA;PtB;PtC;PtD;PtS;E;PeA;PeB;PeC;PeD;ZgA;ZwB;ZwC;ZwD;RA;RB;RC;RD
1825;556,2;5,1;196,2;1;1;1;1;57345,60;564,10;325,10;0,00;3785,82;0,00;116,20;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1140,18;1322,82;1322,82;0,00;0,00;0,00;0,00
1826;544,9;4;199;1;1;1;1;56989,83;552,80;325,10;0,00;3776,06;0,00;104,90;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1130,42;1322,82;1322,82;0,00;0,00;0,00;0,00
1827;545,3;3;168,8;1;1;1;1;47216,62;553,20;325,10;0,00;3776,41;0,00;105,30;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1130,77;1322,82;1322,82;0,00;0,00;0,00;0,00
1828;541,8;2,3;163,2;1;1;1;1;45003,92;549,70;325,10;0,00;3773,38;0,00;101,80;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1127,74;1322,82;1322,82;0,00;0,00;0,00;0,00
1829;538,4;1,7;164;1;1;1;1;44883,06;546,30;325,10;0,00;3770,45;0,00;98,40;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1124,81;1322,82;1322,82;0,00;0,00;0,00;0,00
1830;535,4;1,1;169,4;1;1;1;1;46302,48;543,30;325,10;0,00;3767,86;0,00;95,40;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1122,22;1322,82;1322,82;0,00;0,00;0,00;0,00
1831;532,4;1,1;246,8;1;1;1;1;71129,10;540,30;325,10;0,00;3765,27;0,00;92,40;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1119,63;1322,82;1322,82;0,00;0,00;0,00;0,00
1832;531,2;2,4;270,7;1;1;1;1;78788,89;539,10;327,70;0,00;3796,90;0,00;91,20;220,00;220,00;7,90;8,90;0,00;107,70;110,00;110,00;0,00;1151,26;1322,82;1322,82;0,00;0,00;0,00;0,00
1833;517,9;6,4;308,1;1;1;1;1;89726,91;525,80;332,70;0,00;3851,20;0,00;77,90;220,00;220,00;7,90;8,90;0,00;112,70;110,00;110,00;0,00;1205,56;1322,82;1322,82;0,00;0,00;0,00;0,00
1834;518,7;10,3;305,3;1;1;1;1;88878,70;526,60;332,40;0,00;3847,79;0,00;78,70;220,00;220,00;7,90;8,90;0,00;112,40;110,00;110,00;0,00;1202,15;1322,82;1322,82;0,00;0,00;0,00;0,00
1835;522,7;16,5;283,5;1;1;1;1;82077,92;530,60;330,10;0,00;3820,02;0,00;82,70;220,00;220,00;7,90;8,90;0,00;110,10;110,00;110,00;0,00;1174,38;1322,82;1322,82;0,00;0,00;0,00;0,00
1836;528,7;20,7;324,4;1;1;1;1;96265,89;536,60;332,50;0,00;3861,93;0,00;88,70;220,00;220,00;7,90;8,90;0,00;112,50;110,00;110,00;0,00;1216,29;1322,82;1322,82;0,00;0,00;0,00;0,00
1837;530,4;22,3;299,8;1;1;1;1;88284,93;538,30;330,70;0,00;3837,06;0,00;90,40;220,00;220,00;7,90;8,90;0,00;110,70;110,00;110,00;0,00;1191,42;1322,82;1322,82;0,00;0,00;0,00;0,00
1838;527,1;23,3;317,3;1;1;1;1;93739,60;535,00;332,30;0,00;3856,84;0,00;87,10;220,00;220,00;7,90;8,90;0,00;112,30;110,00;110,00;0,00;1211,20;1322,82;1322,82;0,00;0,00;0,00;0,00
1839;514,2;23,7;317,2;1;1;1;1;92379,50;522,10;333,70;0,00;3861,35;0,00;74,20;220,00;220,00;7,90;8,90;0,00;113,70;110,00;110,00;0,00;1215,71;1322,82;1322,82;0,00;0,00;0,00;0,00
1840;498;22,9;309,4;1;1;1;1;88147,34;505,90;335,10;0,00;3859,26;0,00;58,00;220,00;220,00;7,90;8,90;0,00;115,10;110,00;110,00;0,00;1213,62;1322,82;1322,82;0,00;0,00;0,00;0,00
1841;508;20,9;312,2;1;1;1;1;90082,32;515,90;334,10;0,00;3858,83;0,00;68,00;220,00;220,00;7,90;8,90;0,00;114,10;110,00;110,00;0,00;1213,19;1322,82;1322,82;0,00;0,00;0,00;0,00
1842;500,8;18,4;300,9;1;1;1;1;85581,26;508,70;334,20;0,00;3850,17;0,00;60,80;220,00;220,00;7,90;8,90;0,00;114,20;110,00;110,00;0,00;1204,53;1322,82;1322,82;0,00;0,00;0,00;0,00
1843;505,3;16,4;313,3;1;1;1;1;90178,67;513,20;334,50;0,00;3861,02;0,00;65,30;220,00;220,00;7,90;8,90;0,00;114,50;110,00;110,00;0,00;1215,38;1322,82;1322,82;0,00;0,00;0,00;0,00
1844;501,8;13,8;284,1;1;1;1;1;80078,74;509,70;332,90;0,00;3833,28;0,00;61,80;220,00;220,00;7,90;8,90;0,00;112,90;110,00;110,00;0,00;1187,64;1322,82;1322,82;0,00;0,00;0,00;0,00
1845;502;10,8;312,2;1;1;1;1;89481,32;509,90;334,70;0,00;3859,23;0,00;62,00;220,00;220,00;7,90;8,90;0,00;114,70;110,00;110,00;0,00;1213,59;1322,82;1322,82;0,00;0,00;0,00;0,00
1846;529,5;9,8;206,2;1;1;1;1;57605,12;537,40;325,10;0,00;3762,76;0,00;89,50;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1117,12;1322,82;1322,82;0,00;0,00;0,00;0,00
1847;548,9;8,7;218,1;1;1;1;1;63647,40;556,80;325,10;0,00;3779,52;0,00;108,90;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1133,88;1322,82;1322,82;0,00;0,00;0,00;0,00
1848;565,2;6,2;191,8;1;1;1;1;56923,52;573,10;325,10;0,00;3793,59;0,00;125,20;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1147,95;1322,82;1322,82;0,00;0,00;0,00;0,00
1849;571,2;4;198,3;1;1;1;1;59708,92;579,10;325,10;0,00;3798,77;0,00;131,20;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1153,13;1322,82;1322,82;0,00;0,00;0,00;0,00
1850;566,6;2;210;1;1;1;1;62997,20;574,50;325,10;0,00;3794,80;0,00;126,60;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1149,16;1322,82;1322,82;0,00;0,00;0,00;0,00
1851;576;2;171,1;1;1;1;1;49687,03;583,90;321,90;0,00;3859,14;0,00;136,00;220,00;220,00;7,90;8,90;0,00;101,90;110,00;110,00;0,00;1213,50;1322,82;1322,82;0,00;0,00;0,00;0,00
1852;561,8;1;200,1;1;1;1;1;59240,92;569,70;325,10;0,00;3790,65;0,00;121,80;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1145,01;1322,82;1322,82;0,00;0,00;0,00;0,00
1853;546,1;0,3;196;1;1;1;1;56148,97;554,00;325,10;0,00;3777,10;0,00;106,10;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1131,46;1322,82;1322,82;0,00;0,00;0,00;0,00
1854;523,4;0;193,7;1;1;1;1;52857,93;531,30;325,10;0,00;3757,50;0,00;83,40;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1111,86;1322,82;1322,82;0,00;0,00;0,00;0,00
1855;516,4;-1;207,7;1;1;1;1;56625,04;524,30;325,10;0,00;3751,45;0,00;76,40;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1105,81;1322,82;1322,82;0,00;0,00;0,00;0,00
1856;518,8;0,5;257,4;1;1;1;1;73069,96;526,70;327,50;0,00;3782,33;0,00;78,80;220,00;220,00;7,90;8,90;0,00;107,50;110,00;110,00;0,00;1136,69;1322,82;1322,82;0,00;0,00;0,00;0,00
1857;516,4;6,3;252,5;1;1;1;1;71201,77;524,30;327,20;0,00;3776,36;0,00;76,40;220,00;220,00;7,90;8,90;0,00;107,20;110,00;110,00;0,00;1130,72;1322,82;1322,82;0,00;0,00;0,00;0,00
1858;517,9;10,8;278,2;1;1;1;1;79814,58;525,80;330,20;0,00;3816,06;0,00;77,90;220,00;220,00;7,90;8,90;0,00;110,20;110,00;110,00;0,00;1170,42;1322,82;1322,82;0,00;0,00;0,00;0,00
1859;519;15,5;275,5;1;1;1;1;79041,52;526,90;329,80;0,00;3811,94;0,00;79,00;220,00;220,00;7,90;8,90;0,00;109,80;110,00;110,00;0,00;1166,30;1322,82;1322,82;0,00;0,00;0,00;0,00
1860;516,9;17,9;287,4;1;1;1;1;82750,77;524,80;331,20;0,00;3828,51;0,00;76,90;220,00;220,00;7,90;8,90;0,00;111,20;110,00;110,00;0,00;1182,87;1322,82;1322,82;0,00;0,00;0,00;0,00
1861;510,2;19,5;297,1;1;1;1;1;85271,66;518,10;332,80;0,00;3842,75;0,00;70,20;220,00;220,00;7,90;8,90;0,00;112,80;110,00;110,00;0,00;1197,11;1322,82;1322,82;0,00;0,00;0,00;0,00
1862;505,8;20,8;293,5;1;1;1;1;83620,19;513,70;333,10;0,00;3841,28;0,00;65,80;220,00;220,00;7,90;8,90;0,00;113,10;110,00;110,00;0,00;1195,64;1322,82;1322,82;0,00;0,00;0,00;0,00
1863;502,8;21;258,9;1;1;1;1;71827,10;510,70;330,20;0,00;3799,31;0,00;62,80;220,00;220,00;7,90;8,90;0,00;110,20;110,00;110,00;0,00;1153,67;1322,82;1322,82;0,00;0,00;0,00;0,00
1864;496,1;21,1;260,6;1;1;1;1;71678,35;504,00;331,50;0,00;3807,86;0,00;56,10;220,00;220,00;7,90;8,90;0,00;111,50;110,00;110,00;0,00;1162,22;1322,82;1322,82;0,00;0,00;0,00;0,00
1865;500,3;19,3;280,4;1;1;1;1;78692,61;508,20;332,80;0,00;3829,98;0,00;60,30;220,00;220,00;7,90;8,90;0,00;112,80;110,00;110,00;0,00;1184,34;1322,82;1322,82;0,00;0,00;0,00;0,00
1866;493,4;16,6;286,4;1;1;1;1;79990,78;501,30;334,30;0,00;3841,09;0,00;53,40;220,00;220,00;7,90;8,90;0,00;114,30;110,00;110,00;0,00;1195,45;1322,82;1322,82;0,00;0,00;0,00;0,00
1867;495,5;12,7;290,5;1;1;1;1;81572,30;503,40;334,30;0,00;3844,08;0,00;55,50;220,00;220,00;7,90;8,90;0,00;114,30;110,00;110,00;0,00;1198,44;1322,82;1322,82;0,00;0,00;0,00;0,00
1868;507,2;10,4;307,6;1;1;1;1;88465,19;515,10;333,90;0,00;3854,73;0,00;67,20;220,00;220,00;7,90;8,90;0,00;113,90;110,00;110,00;0,00;1209,09;1322,82;1322,82;0,00;0,00;0,00;0,00
1869;541,1;9,2;289,9;1;1;1;1;86171,60;549,00;328,70;0,00;3820,27;0,00;101,10;220,00;220,00;7,90;8,90;0,00;108,70;110,00;110,00;0,00;1174,63;1322,82;1322,82;0,00;0,00;0,00;0,00
1870;546,3;8,6;254,8;1;1;1;1;75287,26;554,20;325,10;0,00;3777,27;0,00;106,30;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1131,63;1322,82;1322,82;0,00;0,00;0,00;0,00
1871;543,3;7,6;246,9;1;1;1;1;72382,85;551,20;325,10;0,00;3774,68;0,00;103,30;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1129,04;1322,82;1322,82;0,00;0,00;0,00;0,00
1872;547,8;6,1;175,8;1;1;1;1;49772,42;555,70;325,10;0,00;3778,57;0,00;107,80;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1132,93;1322,82;1322,82;0,00;0,00;0,00;0,00
1873;546,3;5,8;179,2;1;1;1;1;50709,70;554,20;325,10;0,00;3777,27;0,00;106,30;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1131,63;1322,82;1322,82;0,00;0,00;0,00;0,00
1874;546,3;5,8;168;1;1;1;1;47068,58;554,20;325,10;0,00;3777,27;0,00;106,30;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1131,63;1322,82;1322,82;0,00;0,00;0,00;0,00
1875;541,3;6,5;199,8;1;1;1;1;56846,56;549,20;325,10;0,00;3772,95;0,00;101,30;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1127,31;1322,82;1322,82;0,00;0,00;0,00;0,00
1876;526,2;5,8;202;1;1;1;1;55869,97;534,10;325,10;0,00;3759,91;0,00;86,20;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1114,27;1322,82;1322,82;0,00;0,00;0,00;0,00
1877;490,4;6,7;205,8;1;1;1;1;53094,31;498,30;325,10;0,00;3729,00;0,00;50,40;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1083,36;1322,82;1322,82;0,00;0,00;0,00;0,00
1878;478,2;6,7;171,9;1;1;1;1;40706,52;486,10;325,10;0,00;3718,47;0,00;38,20;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1072,83;1322,82;1322,82;0,00;0,00;0,00;0,00
1879;475,5;7,1;188,6;1;1;1;1;45833,18;483,40;325,10;0,00;3716,14;0,00;35,50;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1070,50;1322,82;1322,82;0,00;0,00;0,00;0,00
1880;472,9;7,6;218;1;1;1;1;55126,37;480,80;329,30;0,00;3756,64;0,00;32,90;220,00;220,00;7,90;8,90;0,00;109,30;110,00;110,00;0,00;1111,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1881;464;7,7;275,5;1;1;1;1;73514,08;471,90;337,90;0,00;3841,22;0,00;24,00;220,00;220,00;7,90;8,90;0,00;117,90;110,00;110,00;0,00;1195,58;1322,82;1322,82;0,00;0,00;0,00;0,00
1882;483,7;8;269,3;1;1;1;1;73300,30;491,60;334,50;0,00;3829,88;0,00;43,70;220,00;220,00;7,90;8,90;0,00;114,50;110,00;110,00;0,00;1184,24;1322,82;1322,82;0,00;0,00;0,00;0,00
1883;479,4;7,7;277,3;1;1;1;1;75557,98;487,30;335,90;0,00;3841,78;0,00;39,40;220,00;220,00;7,90;8,90;0,00;115,90;110,00;110,00;0,00;1196,14;1322,82;1322,82;0,00;0,00;0,00;0,00
1884;472,2;7,8;280;1;1;1;1;75783,25;480,10;337,20;0,00;3847,06;0,00;32,20;220,00;220,00;7,90;8,90;0,00;117,20;110,00;110,00;0,00;1201,42;1322,82;1322,82;0,00;0,00;0,00;0,00
1885;475,7;7,8;267,9;1;1;1;1;72042,13;483,60;335,90;0,00;3835,89;0,00;35,70;220,00;220,00;7,90;8,90;0,00;115,90;110,00;110,00;0,00;1190,25;1322,82;1322,82;0,00;0,00;0,00;0,00
1886;476,1;9,1;274,2;1;1;1;1;74197,89;484,00;336,30;0,00;3841,76;0,00;36,10;220,00;220,00;7,90;8,90;0,00;116,30;110,00;110,00;0,00;1196,12;1322,82;1322,82;0,00;0,00;0,00;0,00
1887;492,1;9,6;244,8;1;1;1;1;66027,21;500,00;330,10;0,00;3786,26;0,00;52,10;220,00;220,00;7,90;8,90;0,00;110,10;110,00;110,00;0,00;1140,62;1322,82;1322,82;0,00;0,00;0,00;0,00
1888;486;9,3;230,9;1;1;1;1;60789,81;493,90;328,80;0,00;3764,91;0,00;46,00;220,00;220,00;7,90;8,90;0,00;108,80;110,00;110,00;0,00;1119,27;1322,82;1322,82;0,00;0,00;0,00;0,00
1889;479,7;8,7;238,6;1;1;1;1;62660,58;487,60;331,70;0,00;3790,58;0,00;39,70;220,00;220,00;7,90;8,90;0,00;111,70;110,00;110,00;0,00;1144,94;1322,82;1322,82;0,00;0,00;0,00;0,00
1890;473,7;7,7;246,1;1;1;1;1;64540,29;481,60;334,10;0,00;3810,71;0,00;33,70;220,00;220,00;7,90;8,90;0,00;114,10;110,00;110,00;0,00;1165,07;1322,82;1322,82;0,00;0,00;0,00;0,00
1891;475,9;6,1;235,3;1;1;1;1;61167,85;483,80;332,10;0,00;3790,49;0,00;35,90;220,00;220,00;7,90;8,90;0,00;112,10;110,00;110,00;0,00;1144,85;1322,82;1322,82;0,00;0,00;0,00;0,00
1892;476,1;5,2;246,6;1;1;1;1;64950,18;484,00;333,60;0,00;3808,10;0,00;36,10;220,00;220,00;7,90;8,90;0,00;113,60;110,00;110,00;0,00;1162,46;1322,82;1322,82;0,00;0,00;0,00;0,00
1893;477,1;4,2;254,9;1;1;1;1;67823,46;485,00;334,40;0,00;3819,14;0,00;37,10;220,00;220,00;7,90;8,90;0,00;114,40;110,00;110,00;0,00;1173,50;1322,82;1322,82;0,00;0,00;0,00;0,00
1894;491,6;3,3;218,3;1;1;1;1;57292,50;499,50;325,10;0,00;3730,04;0,00;51,60;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1084,40;1322,82;1322,82;0,00;0,00;0,00;0,00
1895;509,5;2,5;217,9;1;1;1;1;59167,99;517,40;325,10;0,00;3745,50;0,00;69,50;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1099,86;1322,82;1322,82;0,00;0,00;0,00;0,00
1896;515,4;2,1;205,4;1;1;1;1;55765,27;523,30;325,10;0,00;3750,59;0,00;75,40;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1104,95;1322,82;1322,82;0,00;0,00;0,00;0,00
1897;512,8;2;165;1;1;1;1;42339,93;520,70;325,10;0,00;3748,34;0,00;72,80;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1102,70;1322,82;1322,82;0,00;0,00;0,00;0,00
1898;508,5;1,5;168,5;1;1;1;1;42996,01;516,40;325,10;0,00;3744,63;0,00;68,50;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1098,99;1322,82;1322,82;0,00;0,00;0,00;0,00
1899;510,6;1,1;145,7;1;1;1;1;35852,72;518,50;292,10;0,00;3513,67;0,00;70,60;220,00;220,00;7,90;8,90;0,00;72,10;110,00;110,00;0,00;868,03;1322,82;1322,82;0,00;0,00;0,00;0,00
1900;489,8;0,8;164,4;1;1;1;1;39567,94;497,70;325,10;0,00;3728,49;0,00;49,80;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1082,85;1322,82;1322,82;0,00;0,00;0,00;0,00
1901;480,1;0,5;152,7;1;1;1;1;40977,69;488,00;220,00;0,00;2645,64;0,00;40,10;220,00;220,00;7,90;8,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1902;470,3;0;143,4;1;1;1;1;37657,69;478,20;220,00;0,00;2645,64;0,00;30,30;220,00;220,00;7,90;8,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1903;470,8;0;143,1;1;1;1;1;37656,69;478,70;220,00;0,00;2645,64;0,00;30,80;220,00;220,00;7,90;8,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1904;467,7;1,5;177;1;1;1;1;41188,11;475,60;325,10;0,00;3709,40;0,00;27,70;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1063,76;1322,82;1322,82;0,00;0,00;0,00;0,00
1905;462,3;4;179,2;1;1;1;1;44493,69;470,20;220,00;0,00;2645,64;0,00;22,30;220,00;220,00;7,90;8,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1906;465,5;6,2;183,5;1;1;1;1;43054,77;473,40;325,10;0,00;3707,50;0,00;25,50;220,00;220,00;7,90;8,90;0,00;105,10;110,00;110,00;0,00;1061,86;1322,82;1322,82;0,00;0,00;0,00;0,00
1907;447,4;9,4;181,2;1;1;1;1;42996,69;455,30;220,00;0,00;2645,64;0,00;7,40;220,00;220,00;7,90;8,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1908;460,8;10,6;173,7;1;1;1;1;43088,69;468,70;220,00;0,00;2645,64;0,00;20,80;220,00;220,00;7,90;8,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1909;411,2;11,2;207,8;1;1;1;1;47886,69;447,90;220,00;0,00;2645,64;0,00;0,00;220,00;220,00;7,90;8,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1910;411,2;12,5;175,8;1;1;1;1;40846,69;447,90;220,00;0,00;2645,64;0,00;0,00;220,00;220,00;7,90;8,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1911;438,7;12,2;175,7;1;1;1;1;40824,69;447,90;220,00;0,00;2645,64;0,00;0,00;220,00;220,00;7,90;8,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1912;449,5;11,9;215,1;1;1;1;1;51784,85;457,40;338,50;0,00;3820,26;0,00;9,50;220,00;220,00;7,90;8,90;0,00;118,50;110,00;110,00;0,00;1174,62;1322,82;1322,82;0,00;0,00;0,00;0,00
1913;441;11,2;176,4;1;1;1;1;41108,69;448,90;220,00;0,00;2645,64;0,00;1,00;220,00;220,00;7,90;8,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1914;442,7;10,2;196,6;1;1;1;1;45773,69;450,60;220,00;0,00;2645,64;0,00;2,70;220,00;220,00;7,90;8,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1915;446,8;9,4;252;1;1;1;1;64075,31;454,70;339,40;0,00;3823,92;0,00;6,80;220,00;220,00;7,90;8,90;0,00;119,40;110,00;110,00;0,00;1178,28;1322,82;1322,82;0,00;0,00;0,00;0,00
1916;439,4;8,3;224;1;1;1;1;51450,69;447,90;220,00;0,00;2645,64;0,00;0,00;220,00;220,00;7,90;8,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1917;472,3;7,4;196,5;1;1;1;1;49184,33;480,20;237,55;0,00;2831,37;0,00;0,00;220,00;252,30;7,90;8,90;0,00;0,00;110,00;127,55;0,00;0,00;1322,82;1508,55;0,00;0,00;0,00;0,00
1918;439,2;7,5;177,7;1;1;1;1;41179,14;447,10;219,57;0,00;2641,04;0,00;0,00;220,00;219,20;7,90;8,90;0,00;0,00;110,00;109,57;0,00;0,00;1322,82;1318,22;0,00;0,00;0,00;0,00
1919;453,3;7,2;192,5;1;1;1;1;46049,76;461,20;227,22;0,00;2722,12;0,00;0,00;220,00;233,30;7,90;8,90;0,00;0,00;110,00;117,22;0,00;0,00;1322,82;1399,30;0,00;0,00;0,00;0,00
1920;472,5;6,5;162,5;1;1;1;1;41127,52;480,40;237,65;0,00;2832,52;0,00;0,00;220,00;252,50;7,90;8,90;0,00;0,00;110,00;127,65;0,00;0,00;1322,82;1509,70;0,00;0,00;0,00;0,00
1921;494,9;6;195,7;1;1;1;1;51631,86;502,80;249,82;0,00;2961,32;0,00;0,00;220,00;274,90;7,90;8,90;0,00;0,00;110,00;139,82;0,00;0,00;1322,82;1638,50;0,00;0,00;0,00;0,00
1922;502,4;6,1;208,3;1;1;1;1;55706,25;510,30;253,90;0,00;3004,44;0,00;0,00;220,00;282,40;7,90;8,90;0,00;0,00;110,00;143,90;0,00;0,00;1322,82;1681,62;0,00;0,00;0,00;0,00
1923;507,2;5,7;178,7;1;1;1;1;48706,78;515,10;256,50;0,00;3032,04;0,00;0,00;220,00;287,20;7,90;8,90;0,00;0,00;110,00;146,50;0,00;0,00;1322,82;1709,22;0,00;0,00;0,00;0,00
1924;511,5;4,9;165,2;1;1;1;1;45674,58;519,40;258,84;0,00;3056,77;0,00;0,00;220,00;291,50;7,90;8,90;0,00;0,00;110,00;148,84;0,00;0,00;1322,82;1733,95;0,00;0,00;0,00;0,00
1925;506,7;4,5;192,2;1;1;1;1;52112,18;514,60;256,23;0,00;3029,17;0,00;0,00;220,00;286,70;7,90;8,90;0,00;0,00;110,00;146,23;0,00;0,00;1322,82;1706,35;0,00;0,00;0,00;0,00
1926;496,5;4,3;177,1;1;1;1;1;47155,73;504,40;250,69;0,00;2970,52;0,00;0,00;220,00;276,50;7,90;8,90;0,00;0,00;110,00;140,69;0,00;0,00;1322,82;1647,70;0,00;0,00;0,00;0,00
1927;481,5;4,7;241,8;1;1;1;1;61249,24;489,40;242,54;0,00;2884,27;0,00;0,00;220,00;261,50;7,90;8,90;0,00;0,00;110,00;132,54;0,00;0,00;1322,82;1561,45;0,00;0,00;0,00;0,00
1928;480,2;6,4;288,2;1;1;1;1;72286,20;488,10;241,84;0,00;2876,79;0,00;0,00;220,00;260,20;7,90;8,90;0,00;0,00;110,00;131,84;0,00;0,00;1322,82;1553,97;0,00;0,00;0,00;0,00
1929;480,5;8,4;344,1;1;1;1;1;85864,09;488,40;242,00;0,00;2878,52;0,00;0,00;220,00;260,50;7,90;8,90;0,00;0,00;110,00;132,00;0,00;0,00;1322,82;1555,70;0,00;0,00;0,00;0,00
1930;490,7;9,5;348,9;1;1;1;1;89064,93;498,60;247,54;0,00;2937,17;0,00;0,00;220,00;270,70;7,90;8,90;0,00;0,00;110,00;137,54;0,00;0,00;1322,82;1614,35;0,00;0,00;0,00;0,00
1931;458,3;11,1;348,6;1;1;1;1;82518,35;466,20;229,94;0,00;2750,87;0,00;0,00;220,00;238,30;7,90;8,90;0,00;0,00;110,00;119,94;0,00;0,00;1322,82;1428,05;0,00;0,00;0,00;0,00
1932;475,8;12,2;340,6;1;1;1;1;84098,63;483,70;239,45;0,00;2851,49;0,00;0,00;220,00;255,80;7,90;8,90;0,00;0,00;110,00;129,45;0,00;0,00;1322,82;1528,67;0,00;0,00;0,00;0,00
1933;385,3;11,9;340,5;1;1;1;1;66394,33;393,20;190,29;0,00;2331,12;0,00;0,00;220,00;165,30;7,90;8,90;0,00;0,00;110,00;80,29;0,00;0,00;1322,82;1008,30;0,00;0,00;0,00;0,00
1934;337;11,4;330,4;1;1;1;1;55301,41;344,90;164,05;0,00;2053,39;0,00;0,00;220,00;117,00;7,90;8,90;0,00;0,00;110,00;54,05;0,00;0,00;1322,82;730,57;0,00;0,00;0,00;0,00
1935;337,1;11,7;325,6;1;1;1;1;54532,70;345,00;164,10;0,00;2053,97;0,00;0,00;220,00;117,10;7,90;8,90;0,00;0,00;110,00;54,10;0,00;0,00;1322,82;731,15;0,00;0,00;0,00;0,00
1936;336,5;11,8;319,8;1;1;1;1;53470,42;344,40;163,78;0,00;2050,52;0,00;0,00;220,00;116,50;7,90;8,90;0,00;0,00;110,00;53,78;0,00;0,00;1322,82;727,70;0,00;0,00;0,00;0,00
1937;347,9;11,7;335;1;1;1;1;58152,92;355,80;169,97;0,00;2116,07;0,00;0,00;220,00;127,90;7,90;8,90;0,00;0,00;110,00;59,97;0,00;0,00;1322,82;793,25;0,00;0,00;0,00;0,00
1938;338;10,9;355,7;1;1;1;1;59655,48;345,90;164,59;0,00;2059,14;0,00;0,00;220,00;118,00;7,90;8,90;0,00;0,00;110,00;54,59;0,00;0,00;1322,82;736,32;0,00;0,00;0,00;0,00
1939;337,7;9,7;356,6;1;1;1;1;59742,37;345,60;164,43;0,00;2057,42;0,00;0,00;220,00;117,70;7,90;8,90;0,00;0,00;110,00;54,43;0,00;0,00;1322,82;734,60;0,00;0,00;0,00;0,00
1940;338,7;9,2;327,3;1;1;1;1;55112,78;346,60;164,97;0,00;2063,17;0,00;0,00;220,00;118,70;7,90;8,90;0,00;0,00;110,00;54,97;0,00;0,00;1322,82;740,35;0,00;0,00;0,00;0,00
