j;Ptz;t;K;DA;DB;DC;DD;Y;Pt;Pe;Zg;Zw;PtA;PtB;PtC;PtD;PtS;E;PeA;PeB;PeC;PeD;ZgA;ZwB;ZwC;ZwD;RA;RB;RC;RD
5421;34,2;15;270,3;1;1;1;1;120098,53;879,60;116,30;0,00;1193,00;0,00;872,90;0,00;0,00;6,70;838,70;0,00;116,30;0,00;0,00;0,00;1193,00;0,00;0,00;0,00;0,00;0,00;0,00
5422;36,1;13,8;224,8;1;1;1;1;115116,68;881,50;110,00;0,00;1121,89;0,00;874,80;0,00;0,00;6,70;838,70;0,00;110,00;0,00;0,00;0,00;1121,89;0,00;0,00;0,00;0,00;0,00;0,00
5423;37,9;12,9;228,8;1;1;1;1;115749,97;883,30;110,40;0,00;1128,25;0,00;876,60;0,00;0,00;6,70;838,70;0,00;110,40;0,00;0,00;0,00;1128,25;0,00;0,00;0,00;0,00;0,00;0,00
5424;50,6;12,4;176,8;1;1;1;1;111653,13;896,00;105,10;0,00;1083,54;0,00;889,30;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1083,54;0,00;0,00;0,00;0,00;0,00;0,00
5425;52,3;12,3;175,6;1;1;1;1;111717,47;897,70;105,10;0,00;1085,00;0,00;891,00;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1085,00;0,00;0,00;0,00;0,00;0,00;0,00
5426;45;11,7;199,7;1;1;1;1;113432,49;890,40;105,10;0,00;1078,70;0,00;883,70;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1078,70;0,00;0,00;0,00;0,00;0,00;0,00
5427;39,4;11,2;183,2;1;1;1;1;111070,91;884,80;105,10;0,00;1073,87;0,00;878,10;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1073,87;0,00;0,00;0,00;0,00;0,00;0,00
5428;29,3;10,6;172,7;1;1;1;1;108835,76;874,70;105,10;0,00;1065,14;0,00;868,00;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1065,14;0,00;0,00;0,00;0,00;0,00;0,00
5429;24;10,4;196,3;1;1;1;1;110722,30;869,40;105,10;0,00;1060,57;0,00;862,70;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1060,57;0,00;0,00;0,00;0,00;0,00;0,00
5430;23,5;10,8;211,7;1;1;1;1;112326,33;868,90;110,80;0,00;1116,16;0,00;862,20;0,00;0,00;6,70;838,70;0,00;110,80;0,00;0,00;0,00;1116,16;0,00;0,00;0,00;0,00;0,00;0,00
5431;26,3;11,2;198,3;1;1;1;1;111190,19;871,70;105,10;0,00;1062,55;0,00;865,00;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1062,55;0,00;0,00;0,00;0,00;0,00;0,00
5432;23,4;11,3;208,1;1;1;1;1;111918,68;868,80;109,70;0,00;1104,95;0,00;862,10;0,00;0,00;6,70;838,70;0,00;109,70;0,00;0,00;0,00;1104,95;0,00;0,00;0,00;0,00;0,00;0,00
5433;24,1;11,5;177,2;1;1;1;1;108726,10;869,50;105,10;0,00;1060,65;0,00;862,80;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1060,65;0,00;0,00;0,00;0,00;0,00;0,00
5434;29,2;11,9;197;1;1;1;1;111378,48;874,60;105,10;0,00;1065,06;0,00;867,90;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1065,06;0,00;0,00;0,00;0,00;0,00;0,00
5435;32,9;12,8;224,9;1;1;1;1;114786,74;878,30;111,00;0,00;1129,09;0,00;871,60;0,00;0,00;6,70;838,70;0,00;111,00;0,00;0,00;0,00;1129,09;0,00;0,00;0,00;0,00;0,00;0,00
5436;46,4;14;177,6;1;1;1;1;111266,64;891,80;105,10;0,00;1079,91;0,00;885,10;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1079,91;0,00;0,00;0,00;0,00;0,00;0,00
5437;54,2;15,4;203,1;1;1;1;1;114820,60;899,60;105,10;0,00;1086,64;0,00;892,90;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1086,64;0,00;0,00;0,00;0,00;0,00;0,00
5438;56,9;16,2;221;1;1;1;1;117004,40;902,30;105,10;0,00;1088,98;0,00;895,60;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1088,98;0,00;0,00;0,00;0,00;0,00;0,00
5439;51,3;16,5;189,9;1;1;1;1;113108,36;896,70;105,10;0,00;1084,14;0,00;890,00;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1084,14;0,00;0,00;0,00;0,00;0,00;0,00
5440;49,8;16,7;179,1;1;1;1;1;111805,22;895,20;105,10;0,00;1082,85;0,00;888,50;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1082,85;0,00;0,00;0,00;0,00;0,00;0,00
5441;44,9;16,7;177,5;1;1;1;1;111088,07;890,30;105,10;0,00;1078,61;0,00;883,60;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1078,61;0,00;0,00;0,00;0,00;0,00;0,00
5442;38,2;16,6;221,9;1;1;1;1;115026,03;883,60;108,70;0,00;1110,17;0,00;876,90;0,00;0,00;6,70;838,70;0,00;108,70;0,00;0,00;0,00;1110,17;0,00;0,00;0,00;0,00;0,00;0,00
5443;32,9;16,5;218,6;1;1;1;1;114092,30;878,30;109,40;0,00;1112,05;0,00;871,60;0,00;0,00;6,70;838,70;0,00;109,40;0,00;0,00;0,00;1112,05;0,00;0,00;0,00;0,00;0,00;0,00
5444;31,3;16,3;245,9;1;1;1;1;116995,24;876,70;114,70;0,00;1168,73;0,00;870,00;0,00;0,00;6,70;838,70;0,00;114,70;0,00;0,00;0,00;1168,73;0,00;0,00;0,00;0,00;0,00;0,00
5445;30,8;16,1;250,7;1;1;1;1;117497,88;876,20;115,30;0,00;1175,14;0,00;869,50;0,00;0,00;6,70;838,70;0,00;115,30;0,00;0,00;0,00;1175,14;0,00;0,00;0,00;0,00;0,00;0,00
5446;37,2;15,8;240,5;1;1;1;1;116981,38;882,60;112,60;0,00;1152,21;0,00;875,90;0,00;0,00;6,70;838,70;0,00;112,60;0,00;0,00;0,00;1152,21;0,00;0,00;0,00;0,00;0,00;0,00
5447;43,3;15,5;261,7;1;1;1;1;120006,78;888,70;113,80;0,00;1174,74;0,00;882,00;0,00;0,00;6,70;838,70;0,00;113,80;0,00;0,00;0,00;1174,74;0,00;0,00;0,00;0,00;0,00;0,00
5448;47,5;15,2;214,1;1;1;1;1;115226,03;892,90;105,10;0,00;1080,86;0,00;886,20;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1080,86;0,00;0,00;0,00;0,00;0,00;0,00
5449;52,8;14,9;220,7;1;1;1;1;116513,50;898,20;105,10;0,00;1085,44;0,00;891,50;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1085,44;0,00;0,00;0,00;0,00;0,00;0,00
5450;48,5;14,5;192,1;1;1;1;1;113025,87;893,90;105,10;0,00;1081,72;0,00;887,20;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1081,72;0,00;0,00;0,00;0,00;0,00;0,00
5451;36,9;13,9;224;1;1;1;1;115114,74;882,30;109,60;0,00;1118,45;0,00;875,60;0,00;0,00;6,70;838,70;0,00;109,60;0,00;0,00;0,00;1118,45;0,00;0,00;0,00;0,00;0,00;0,00
5452;21,6;13,6;179,2;1;1;1;1;108656,20;867,00;105,10;0,00;1058,50;0,00;860,30;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1058,50;0,00;0,00;0,00;0,00;0,00;0,00
5453;25;13,3;217;1;1;1;1;113074,37;870,40;111,70;0,00;1127,19;0,00;863,70;0,00;0,00;6,70;838,70;0,00;111,70;0,00;0,00;0,00;1127,19;0,00;0,00;0,00;0,00;0,00;0,00
5454;28,2;12,9;188;1;1;1;1;110320,54;873,60;105,10;0,00;1064,20;0,00;866,90;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1064,20;0,00;0,00;0,00;0,00;0,00;0,00
5455;25,3;13,5;261,8;1;1;1;1;118267,96;870,70;117,70;0,00;1195,48;0,00;864,00;0,00;0,00;6,70;838,70;0,00;117,70;0,00;0,00;0,00;1195,48;0,00;0,00;0,00;0,00;0,00;0,00
5456;27,9;13,7;225,9;1;1;1;1;114374,96;873,30;112,70;0,00;1141,44;0,00;866,60;0,00;0,00;6,70;838,70;0,00;112,70;0,00;0,00;0,00;1141,44;0,00;0,00;0,00;0,00;0,00;0,00
5457;25;14,1;334,9;1;1;1;1;126851,59;870,40;117,80;0,00;1196,18;0,00;863,70;0,00;0,00;6,70;838,70;0,00;117,80;0,00;0,00;0,00;1196,18;0,00;0,00;0,00;0,00;0,00;0,00
5458;44,4;15,6;345,7;1;1;1;1;129840,15;889,80;116,20;0,00;1208,33;0,00;883,10;0,00;0,00;6,70;838,70;0,00;116,20;0,00;0,00;0,00;1208,33;0,00;0,00;0,00;0,00;0,00;0,00
5459;59,8;16,8;329,1;1;1;1;1;129381,23;905,20;114,90;0,00;1213,33;0,00;898,50;0,00;0,00;6,70;838,70;0,00;114,90;0,00;0,00;0,00;1213,33;0,00;0,00;0,00;0,00;0,00;0,00
5460;52,7;17,4;322,4;1;1;1;1;127921,51;898,10;115,50;0,00;1211,43;0,00;891,40;0,00;0,00;6,70;838,70;0,00;115,50;0,00;0,00;0,00;1211,43;0,00;0,00;0,00;0,00;0,00;0,00
5461;51,1;18,7;323,2;1;1;1;1;127859,64;896,50;115,60;0,00;1210,40;0,00;889,80;0,00;0,00;6,70;838,70;0,00;115,60;0,00;0,00;0,00;1210,40;0,00;0,00;0,00;0,00;0,00;0,00
5462;47,7;19,7;348,9;1;1;1;1;130514,70;893,10;115,90;0,00;1209,37;0,00;886,40;0,00;0,00;6,70;838,70;0,00;115,90;0,00;0,00;0,00;1209,37;0,00;0,00;0,00;0,00;0,00;0,00
5463;45,1;18,5;329,9;1;1;1;1;128071,47;890,50;116,20;0,00;1209,47;0,00;883,80;0,00;0,00;6,70;838,70;0,00;116,20;0,00;0,00;0,00;1209,47;0,00;0,00;0,00;0,00;0,00;0,00
5464;38,6;18,3;329,6;1;1;1;1;127434,94;884,00;116,70;0,00;1205,69;0,00;877,30;0,00;0,00;6,70;838,70;0,00;116,70;0,00;0,00;0,00;1205,69;0,00;0,00;0,00;0,00;0,00;0,00
5465;42,4;18,6;251;1;1;1;1;118702,03;887,80;112,80;0,00;1161,24;0,00;881,10;0,00;0,00;6,70;838,70;0,00;112,80;0,00;0,00;0,00;1161,24;0,00;0,00;0,00;0,00;0,00;0,00
5466;41;18;245,9;1;1;1;1;117982,74;886,40;112,50;0,00;1155,87;0,00;879,70;0,00;0,00;6,70;838,70;0,00;112,50;0,00;0,00;0,00;1155,87;0,00;0,00;0,00;0,00;0,00;0,00
5467;37,7;16,9;279,3;1;1;1;1;121480,68;883,10;116,30;0,00;1198,75;0,00;876,40;0,00;0,00;6,70;838,70;0,00;116,30;0,00;0,00;0,00;1198,75;0,00;0,00;0,00;0,00;0,00;0,00
5468;37,1;16,6;313,3;1;1;1;1;125393,50;882,50;116,80;0,00;1204,52;0,00;875,80;0,00;0,00;6,70;838,70;0,00;116,80;0,00;0,00;0,00;1204,52;0,00;0,00;0,00;0,00;0,00;0,00
5469;38,8;16,4;339,2;1;1;1;1;128574,21;884,20;116,70;0,00;1206,03;0,00;877,50;0,00;0,00;6,70;838,70;0,00;116,70;0,00;0,00;0,00;1206,03;0,00;0,00;0,00;0,00;0,00;0,00
5470;39,7;16,2;329,4;1;1;1;1;127511,87;885,10;116,60;0,00;1206,16;0,00;878,40;0,00;0,00;6,70;838,70;0,00;116,60;0,00;0,00;0,00;1206,16;0,00;0,00;0,00;0,00;0,00;0,00
5471;44,2;16,1;292,5;1;1;1;1;123639,19;889,60;116,10;0,00;1206,59;0,00;882,90;0,00;0,00;6,70;838,70;0,00;116,10;0,00;0,00;0,00;1206,59;0,00;0,00;0,00;0,00;0,00;0,00
5472;54;15,9;271,2;1;1;1;1;122177,30;899,40;112,90;0,00;1177,51;0,00;892,70;0,00;0,00;6,70;838,70;0,00;112,90;0,00;0,00;0,00;1177,51;0,00;0,00;0,00;0,00;0,00;0,00
5473;58,3;15,6;223,9;1;1;1;1;117466,05;903,70;105,10;0,00;1090,18;0,00;897,00;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1090,18;0,00;0,00;0,00;0,00;0,00;0,00
5474;57;14,5;218,2;1;1;1;1;116721,32;902,40;105,10;0,00;1089,06;0,00;895,70;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1089,06;0,00;0,00;0,00;0,00;0,00;0,00
5475;42,9;14,3;208,9;1;1;1;1;114164,12;888,30;105,10;0,00;1076,89;0,00;881,60;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1076,89;0,00;0,00;0,00;0,00;0,00;0,00
5476;30,5;14,7;209,7;1;1;1;1;112865,28;875,90;107,40;0,00;1089,06;0,00;869,20;0,00;0,00;6,70;838,70;0,00;107,40;0,00;0,00;0,00;1089,06;0,00;0,00;0,00;0,00;0,00;0,00
5477;28,5;14,2;202,6;1;1;1;1;111888,61;873,90;105,10;0,00;1064,45;0,00;867,20;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1064,45;0,00;0,00;0,00;0,00;0,00;0,00
5478;24,7;13,6;216,4;1;1;1;1;112975,89;870,10;111,70;0,00;1126,83;0,00;863,40;0,00;0,00;6,70;838,70;0,00;111,70;0,00;0,00;0,00;1126,83;0,00;0,00;0,00;0,00;0,00;0,00
5479;28,3;14,4;236,8;1;1;1;1;115653,22;873,70;114,30;0,00;1159,76;0,00;867,00;0,00;0,00;6,70;838,70;0,00;114,30;0,00;0,00;0,00;1159,76;0,00;0,00;0,00;0,00;0,00;0,00
5480;35,2;16,3;225,6;1;1;1;1;115108,68;880,60;110,40;0,00;1125,22;0,00;873,90;0,00;0,00;6,70;838,70;0,00;110,40;0,00;0,00;0,00;1125,22;0,00;0,00;0,00;0,00;0,00;0,00
5481;31,2;18,4;229,1;1;1;1;1;115077,10;876,60;112,30;0,00;1141,24;0,00;869,90;0,00;0,00;6,70;838,70;0,00;112,30;0,00;0,00;0,00;1141,24;0,00;0,00;0,00;0,00;0,00;0,00
5482;47,5;19,4;256,2;1;1;1;1;119815,23;892,90;112,40;0,00;1162,87;0,00;886,20;0,00;0,00;6,70;838,70;0,00;112,40;0,00;0,00;0,00;1162,87;0,00;0,00;0,00;0,00;0,00;0,00
5483;51,5;22;242,3;1;1;1;1;118692,37;896,90;109,80;0,00;1136,45;0,00;890,20;0,00;0,00;6,70;838,70;0,00;109,80;0,00;0,00;0,00;1136,45;0,00;0,00;0,00;0,00;0,00;0,00
5484;53,7;22,7;262,2;1;1;1;1;121133,89;899,10;112,00;0,00;1165,60;0,00;892,40;0,00;0,00;6,70;838,70;0,00;112,00;0,00;0,00;0,00;1165,60;0,00;0,00;0,00;0,00;0,00;0,00
5485;47,8;22,6;270,9;1;1;1;1;121510,05;893,20;113,90;0,00;1182,23;0,00;886,50;0,00;0,00;6,70;838,70;0,00;113,90;0,00;0,00;0,00;1182,23;0,00;0,00;0,00;0,00;0,00;0,00
5486;45,1;22,3;269,3;1;1;1;1;121055,10;890,50;114,20;0,00;1182,35;0,00;883,80;0,00;0,00;6,70;838,70;0,00;114,20;0,00;0,00;0,00;1182,35;0,00;0,00;0,00;0,00;0,00;0,00
5487;37,3;23,9;273,3;1;1;1;1;120745,30;882,70;116,00;0,00;1194,11;0,00;876,00;0,00;0,00;6,70;838,70;0,00;116,00;0,00;0,00;0,00;1194,11;0,00;0,00;0,00;0,00;0,00;0,00
5488;31,5;24,5;265,7;1;1;1;1;119305,12;876,90;116,50;0,00;1191,10;0,00;870,20;0,00;0,00;6,70;838,70;0,00;116,50;0,00;0,00;0,00;1191,10;0,00;0,00;0,00;0,00;0,00;0,00
5489;31,1;22,9;250,4;1;1;1;1;117492,79;876,50;115,20;0,00;1174,39;0,00;869,80;0,00;0,00;6,70;838,70;0,00;115,20;0,00;0,00;0,00;1174,39;0,00;0,00;0,00;0,00;0,00;0,00
5490;28,1;21,8;267,6;1;1;1;1;119208,03;873,50;117,40;0,00;1196,74;0,00;866,80;0,00;0,00;6,70;838,70;0,00;117,40;0,00;0,00;0,00;1196,74;0,00;0,00;0,00;0,00;0,00;0,00
5491;28,5;20,3;269,1;1;1;1;1;119421,22;873,90;117,50;0,00;1198,75;0,00;867,20;0,00;0,00;6,70;838,70;0,00;117,50;0,00;0,00;0,00;1198,75;0,00;0,00;0,00;0,00;0,00;0,00
5492;33,8;18,4;269,1;1;1;1;1;119920,63;879,20;116,30;0,00;1192,34;0,00;872,50;0,00;0,00;6,70;838,70;0,00;116,30;0,00;0,00;0,00;1192,34;0,00;0,00;0,00;0,00;0,00;0,00
5493;31,9;17,1;253,3;1;1;1;1;117905,78;877,30;115,30;0,00;1176,81;0,00;870,60;0,00;0,00;6,70;838,70;0,00;115,30;0,00;0,00;0,00;1176,81;0,00;0,00;0,00;0,00;0,00;0,00
5494;37,4;17,5;275,6;1;1;1;1;121021,85;882,80;116,10;0,00;1195,59;0,00;876,10;0,00;0,00;6,70;838,70;0,00;116,10;0,00;0,00;0,00;1195,59;0,00;0,00;0,00;0,00;0,00;0,00
5495;37,1;17,2;258,3;1;1;1;1;118995,21;882,50;114,70;0,00;1177,20;0,00;875,80;0,00;0,00;6,70;838,70;0,00;114,70;0,00;0,00;0,00;1177,20;0,00;0,00;0,00;0,00;0,00;0,00
5496;47,6;16,7;265,1;1;1;1;1;120830,60;893,00;113,40;0,00;1175,52;0,00;886,30;0,00;0,00;6,70;838,70;0,00;113,40;0,00;0,00;0,00;1175,52;0,00;0,00;0,00;0,00;0,00;0,00
5497;44;16,3;222,3;1;1;1;1;115703,81;889,40;107,30;0,00;1100,96;0,00;882,70;0,00;0,00;6,70;838,70;0,00;107,30;0,00;0,00;0,00;1100,96;0,00;0,00;0,00;0,00;0,00;0,00
5498;40,5;16,2;218,1;1;1;1;1;114867,85;885,90;107,00;0,00;1094,46;0,00;879,20;0,00;0,00;6,70;838,70;0,00;107,00;0,00;0,00;0,00;1094,46;0,00;0,00;0,00;0,00;0,00;0,00
5499;35,7;16;214,7;1;1;1;1;113974,38;881,10;107,40;0,00;1094,06;0,00;874,40;0,00;0,00;6,70;838,70;0,00;107,40;0,00;0,00;0,00;1094,06;0,00;0,00;0,00;0,00;0,00;0,00
5500;25,4;15,2;199,8;1;1;1;1;111247,01;870,80;105,10;0,00;1061,78;0,00;864,10;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1061,78;0,00;0,00;0,00;0,00;0,00;0,00
5501;25,6;14,7;185,1;1;1;1;1;109724,45;871,00;105,10;0,00;1061,95;0,00;864,30;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1061,95;0,00;0,00;0,00;0,00;0,00;0,00
5502;24,1;14,7;188,2;1;1;1;1;109882,20;869,50;105,10;0,00;1060,65;0,00;862,80;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1060,65;0,00;0,00;0,00;0,00;0,00;0,00
5503;22;15,1;253,9;1;1;1;1;117035,55;867,40;117,90;0,00;1191,84;0,00;860,70;0,00;0,00;6,70;838,70;0,00;117,90;0,00;0,00;0,00;1191,84;0,00;0,00;0,00;0,00;0,00;0,00
5504;24,5;16,2;242,3;1;1;1;1;115912,67;869,90;116,10;0,00;1174,73;0,00;863,20;0,00;0,00;6,70;838,70;0,00;116,10;0,00;0,00;0,00;1174,73;0,00;0,00;0,00;0,00;0,00;0,00
5505;29,6;16,5;270,7;1;1;1;1;119711,07;875,00;117,30;0,00;1198,13;0,00;868,30;0,00;0,00;6,70;838,70;0,00;117,30;0,00;0,00;0,00;1198,13;0,00;0,00;0,00;0,00;0,00;0,00
5506;27,1;17,3;235,8;1;1;1;1;115418,57;872,50;114,50;0,00;1160,31;0,00;865,80;0,00;0,00;6,70;838,70;0,00;114,50;0,00;0,00;0,00;1160,31;0,00;0,00;0,00;0,00;0,00;0,00
5507;38,8;17,4;257,9;1;1;1;1;119119,38;884,20;114,30;0,00;1174,69;0,00;877,50;0,00;0,00;6,70;838,70;0,00;114,30;0,00;0,00;0,00;1174,69;0,00;0,00;0,00;0,00;0,00;0,00
5508;51,1;17,1;230;1;1;1;1;117311,92;896,50;107,50;0,00;1109,96;0,00;889,80;0,00;0,00;6,70;838,70;0,00;107,50;0,00;0,00;0,00;1109,96;0,00;0,00;0,00;0,00;0,00;0,00
5509;53,6;18,7;252,2;1;1;1;1;120008,81;899,00;110,80;0,00;1150,67;0,00;892,30;0,00;0,00;6,70;838,70;0,00;110,80;0,00;0,00;0,00;1150,67;0,00;0,00;0,00;0,00;0,00;0,00
5510;57;21,1;256,9;1;1;1;1;120890,48;902,40;110,90;0,00;1155,80;0,00;895,70;0,00;0,00;6,70;838,70;0,00;110,90;0,00;0,00;0,00;1155,80;0,00;0,00;0,00;0,00;0,00;0,00
5511;55,3;20,7;271,7;1;1;1;1;122367,76;900,70;112,70;0,00;1176,58;0,00;894,00;0,00;0,00;6,70;838,70;0,00;112,70;0,00;0,00;0,00;1176,58;0,00;0,00;0,00;0,00;0,00;0,00
5512;47,3;20,6;264,3;1;1;1;1;120709,24;892,70;113,40;0,00;1175,11;0,00;886,00;0,00;0,00;6,70;838,70;0,00;113,40;0,00;0,00;0,00;1175,11;0,00;0,00;0,00;0,00;0,00;0,00
5513;41,5;19,7;238;1;1;1;1;117151,50;886,90;111,20;0,00;1141,35;0,00;880,20;0,00;0,00;6,70;838,70;0,00;111,20;0,00;0,00;0,00;1141,35;0,00;0,00;0,00;0,00;0,00;0,00
5514;41,6;19;209,2;1;1;1;1;114050,00;887,00;105,10;0,00;1075,77;0,00;880,30;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1075,77;0,00;0,00;0,00;0,00;0,00;0,00
5515;38,5;18,7;238,7;1;1;1;1;116914,48;883,90;112,00;0,00;1146,92;0,00;877,20;0,00;0,00;6,70;838,70;0,00;112,00;0,00;0,00;0,00;1146,92;0,00;0,00;0,00;0,00;0,00;0,00
5516;40,6;17,8;226,2;1;1;1;1;115754,69;886,00;109,10;0,00;1116,96;0,00;879,30;0,00;0,00;6,70;838,70;0,00;109,10;0,00;0,00;0,00;1116,96;0,00;0,00;0,00;0,00;0,00;0,00
5517;38;17;255,2;1;1;1;1;118730,47;883,40;114,20;0,00;1172,33;0,00;876,70;0,00;0,00;6,70;838,70;0,00;114,20;0,00;0,00;0,00;1172,33;0,00;0,00;0,00;0,00;0,00;0,00
5518;38,3;16,2;255,7;1;1;1;1;118817,76;883,70;114,20;0,00;1172,75;0,00;877,00;0,00;0,00;6,70;838,70;0,00;114,20;0,00;0,00;0,00;1172,75;0,00;0,00;0,00;0,00;0,00;0,00
5519;39,5;15,6;285,9;1;1;1;1;122420,93;884,90;116,40;0,00;1203,07;0,00;878,20;0,00;0,00;6,70;838,70;0,00;116,40;0,00;0,00;0,00;1203,07;0,00;0,00;0,00;0,00;0,00;0,00
5520;44,3;15,2;193;1;1;1;1;112649,89;889,70;105,10;0,00;1078,10;0,00;883,00;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1078,10;0,00;0,00;0,00;0,00;0,00;0,00
5521;44,5;14,8;186,7;1;1;1;1;112010,17;889,90;105,10;0,00;1078,27;0,00;883,20;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1078,27;0,00;0,00;0,00;0,00;0,00;0,00
5522;44,8;14,4;195,4;1;1;1;1;112958,15;890,20;105,10;0,00;1078,53;0,00;883,50;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1078,53;0,00;0,00;0,00;0,00;0,00;0,00
5523;37,9;13,9;214,3;1;1;1;1;114174,47;883,30;106,60;0,00;1087,88;0,00;876,60;0,00;0,00;6,70;838,70;0,00;106,60;0,00;0,00;0,00;1087,88;0,00;0,00;0,00;0,00;0,00;0,00
5524;29,6;13,4;192;1;1;1;1;110897,80;875,00;105,10;0,00;1065,40;0,00;868,30;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1065,40;0,00;0,00;0,00;0,00;0,00;0,00
5525;29,3;12,7;185,6;1;1;1;1;110191,55;874,70;105,10;0,00;1065,14;0,00;868,00;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1065,14;0,00;0,00;0,00;0,00;0,00;0,00
5526;29,5;13;175,6;1;1;1;1;109162,95;874,90;105,10;0,00;1065,32;0,00;868,20;0,00;0,00;6,70;838,70;0,00;105,10;0,00;0,00;0,00;1065,32;0,00;0,00;0,00;0,00;0,00;0,00
5527;28,8;13,5;213,6;1;1;1;1;113102,92;874,20;109,40;0,00;1107,69;0,00;867,50;0,00;0,00;6,70;838,70;0,00;109,40;0,00;0,00;0,00;1107,69;0,00;0,00;0,00;0,00;0,00;0,00
5528;28,2;15,1;240,5;1;1;1;1;116067,16;873,60;114,80;0,00;1165,35;0,00;866,90;0,00;0,00;6,70;838,70;0,00;114,80;0,00;0,00;0,00;1165,35;0,00;0,00;0,00;0,00;0,00;0,00
5529;29,9;18,1;226,7;1;1;1;1;114672,44;875,30;112,20;0,00;1138,52;0,00;868,60;0,00;0,00;6,70;838,70;0,00;112,20;0,00;0,00;0,00;1138,52;0,00;0,00;0,00;0,00;0,00;0,00
5530;31;20,8;258,4;1;1;1;1;118408,23;876,40;116,00;0,00;1184,00;0,00;869,70;0,00;0,00;6,70;838,70;0,00;116,00;0,00;0,00;0,00;1184,00;0,00;0,00;0,00;0,00;0,00;0,00
5531;37,9;23,5;262,4;1;1;1;1;119545,46;883,30;114,90;0,00;1180,88;0,00;876,60;0,00;0,00;6,70;838,70;0,00;114,90;0,00;0,00;0,00;1180,88;0,00;0,00;0,00;0,00;0,00;0,00
5532;48;25,6;272,2;1;1;1;1;121678,38;893,40;114,00;0,00;1183,82;0,00;886,70;0,00;0,00;6,70;838,70;0,00;114,00;0,00;0,00;0,00;1183,82;0,00;0,00;0,00;0,00;0,00;0,00
5533;50,1;25,6;230,5;1;1;1;1;117255,99;895,50;107,80;0,00;1112,30;0,00;888,80;0,00;0,00;6,70;838,70;0,00;107,80;0,00;0,00;0,00;1112,30;0,00;0,00;0,00;0,00;0,00;0,00
5534;51,4;26,6;270,5;1;1;1;1;121831,14;896,80;113,30;0,00;1179,30;0,00;890,10;0,00;0,00;6,70;838,70;0,00;113,30;0,00;0,00;0,00;1179,30;0,00;0,00;0,00;0,00;0,00;0,00
5535;49,7;26,4;237,6;1;1;1;1;117983,57;895,10;109,30;0,00;1128,76;0,00;888,40;0,00;0,00;6,70;838,70;0,00;109,30;0,00;0,00;0,00;1128,76;0,00;0,00;0,00;0,00;0,00;0,00
5536;44;26,5;242,5;1;1;1;1;117915,96;889,40;111,30;0,00;1145,45;0,00;882,70;0,00;0,00;6,70;838,70;0,00;111,30;0,00;0,00;0,00;1145,45;0,00;0,00;0,00;0,00;0,00;0,00
5537;39,7;25,9;256,7;1;1;1;1;119072,99;885,10;114,00;0,00;1172,25;0,00;878,40;0,00;0,00;6,70;838,70;0,00;114,00;0,00;0,00;0,00;1172,25;0,00;0,00;0,00;0,00;0,00;0,00
5538;38;25,1;252,9;1;1;1;1;118468,07;883,40;114,00;0,00;1169,88;0,00;876,70;0,00;0,00;6,70;838,70;0,00;114,00;0,00;0,00;0,00;1169,88;0,00;0,00;0,00;0,00;0,00;0,00
