j ;Ptz;t ;K;DA ;DB ;DC ;DD ;Y ;Pt;Pe;Zg;Zw;PtA ;PtB ;PtC ;PtD ;PtS;E;PeA ;PeB ;PeC ;PeD ;ZgA;ZwB;ZwC;ZwD;RA;RB;RC;RD
1376;655;-13,4;186,5;1;1;1;1;64985,05;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;83,00;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1377;655;-13,1;246,8;1;1;1;1;86867,92;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;88,00;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1378;655;-12,6;255,3;1;1;1;1;89952,57;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;93,00;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1379;639,5;-12,2;255,3;1;1;1;1;82372,90;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;93,00;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1380;619,6;-12,1;255,3;1;1;1;1;82372,90;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;93,00;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1381;614,9;-12,1;255,3;1;1;1;1;82372,90;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;93,00;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1382;619,1;-12,1;255,3;1;1;1;1;82372,90;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;93,00;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1383;625;-11,8;255,3;1;1;1;1;82372,90;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;93,00;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1384;647,2;-11,6;248,6;1;1;1;1;80235,60;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;93,00;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1385;653,3;-11,3;248,6;1;1;1;1;87521,14;658,70;362,90;316,50;3780,18;46,70;172,00;220,00;220,00;0,00;96,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1386;655;-10,7;255,3;1;1;1;1;89952,57;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;101,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1387;655;-10,1;255,3;1;1;1;1;89952,57;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;106,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1388;655;-9,8;255,3;1;1;1;1;89952,57;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;111,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1389;655;-9,9;248,6;1;1;1;1;87521,14;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;116,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1390;655;-10,1;186,6;1;1;1;1;65021,34;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;121,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1391;655;-10,4;186,4;1;1;1;1;64948,76;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;126,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1392;655;-10,9;178,8;1;1;1;1;62190,72;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;131,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1393;642,4;-12,3;173,0;1;1;1;1;56119,20;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;131,30;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1394;643,3;-12,6;167,8;1;1;1;1;54460,40;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;131,30;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1395;643,5;-12,7;167,8;1;1;1;1;54460,40;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;131,30;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1396;640,1;-13,0;167,8;1;1;1;1;54460,40;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;131,30;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1397;655;-12,8;167,8;1;1;1;1;58198,82;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;136,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1398;655;-12,8;167,8;1;1;1;1;58198,82;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;141,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1399;655;-13,0;167,8;1;1;1;1;58198,82;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;146,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1400;655;-12,8;168,8;1;1;1;1;58561,72;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;151,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1401;641,7;-12,4;174,2;1;1;1;1;56502,00;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;151,30;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1402;644,5;-11,7;183,2;1;1;1;1;59373,00;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;151,30;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1403;634,7;-11,3;184,7;1;1;1;1;59851,50;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;151,30;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1404;587;-11,3;186,5;1;1;1;1;60425,70;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;151,30;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1405;573,6;-11,2;186,5;1;1;1;1;60425,70;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;151,30;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1406;572,7;-10,9;186,5;1;1;1;1;60425,70;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;151,30;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1407;573;-10,4;184,7;1;1;1;1;59851,50;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;151,30;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1408;592,1;-10,1;184,5;1;1;1;1;59787,70;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;151,30;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1409;616,1;-9,8;184,5;1;1;1;1;59787,70;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;151,30;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1410;655;-9,8;223,7;1;1;1;1;78484,93;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;156,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1411;655;-9,9;225,1;1;1;1;1;78992,99;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;161,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1412;655;-10,1;223,7;1;1;1;1;78484,93;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;166,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1413;655;-10,5;190,3;1;1;1;1;66364,07;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;171,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1414;655;-10,9;184,7;1;1;1;1;64331,83;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;176,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1415;655;-11,5;184,4;1;1;1;1;64222,96;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;181,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1416;655;-12,2;173,2;1;1;1;1;60158,48;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;186,30;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1417;650,6;-12,1;181,6;1;1;1;1;63206,84;661,40;362,90;316,50;3780,18;49,40;172,00;220,00;220,00;0,00;186,90;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1418;655;-13,9;181,0;1;1;1;1;62989,10;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;191,90;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1419;655;-15,4;177,8;1;1;1;1;61827,82;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;196,90;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1420;655;-17,0;181,0;1;1;1;1;62989,10;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;201,90;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1421;655;-17,2;181,0;1;1;1;1;62989,10;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;206,90;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1422;655;-17,0;182,9;1;1;1;1;63678,61;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;211,90;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1423;655;-17,4;224,7;1;1;1;1;78847,83;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;216,90;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1424;655;-15,7;240,5;1;1;1;1;84581,65;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;221,90;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1425;655;-14,0;254,0;1;1;1;1;89480,80;657,00;362,90;316,50;3780,18;45,00;172,00;220,00;220,00;0,00;226,90;43,90;99,00;110,00;110,00;316,50;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1426;613,8;-12,2;254,0;1;1;1;1;81958,20;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;226,90;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1427;579,8;-10,5;254,0;1;1;1;1;81958,20;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;226,90;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1428;564,8;-9,7;254,0;1;1;1;1;81958,20;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;226,90;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1429;558,3;-9,0;254,0;1;1;1;1;81958,20;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;226,90;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1430;553,6;-8,3;254,0;1;1;1;1;81958,20;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;226,90;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1431;547,3;-8,2;231,3;1;1;1;1;74716,90;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;226,90;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1432;557;-8,4;224,3;1;1;1;1;72483,90;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;226,90;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1433;587;-8,7;231,3;1;1;1;1;74716,90;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;226,90;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1434;639,2;-9,8;254,0;1;1;1;1;81958,20;612,00;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;0,00;226,90;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
1435;655;-10,9;267,6;1;1;1;1;88992,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1436;655;-11,4;254,0;1;1;1;1;86000,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1437;655;-11,8;254,0;1;1;1;1;86000,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1438;655;-12,1;211,0;1;1;1;1;76540,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1439;655;-12,5;245,0;1;1;1;1;84020,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1440;655;-13,1;186,5;1;1;1;1;71150,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1441;655;-13,0;186,3;1;1;1;1;71106,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1442;655;-14,0;186,2;1;1;1;1;71084,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1443;655;-14,5;184,1;1;1;1;1;70622,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1444;655;-14,8;184,6;1;1;1;1;70732,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1445;655;-16,0;186,2;1;1;1;1;71084,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1446;655;-15,5;186,3;1;1;1;1;71106,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1447;655;-16,0;243,1;1;1;1;1;83602,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1448;655;-14,8;240,5;1;1;1;1;83030,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1449;649,5;-13,3;254,0;1;1;1;1;85285,69;649,50;220,00;0,00;2645,64;0,00;209,50;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1450;594,1;-11,3;254,0;1;1;1;1;78201,74;594,10;322,30;0,00;3889,20;0,00;154,10;220,00;220,00;0,00;226,90;0,00;102,30;110,00;110,00;0,00;1243,56;1322,82;1322,82;0,00;0,00;0,00;0,00
1451;588,9;-9,7;254,0;1;1;1;1;77769,33;588,90;323,30;0,00;3889,71;0,00;148,90;220,00;220,00;0,00;226,90;0,00;103,30;110,00;110,00;0,00;1244,07;1322,82;1322,82;0,00;0,00;0,00;0,00
1452;554,9;-8,8;254,0;1;1;1;1;75990,73;554,90;325,10;0,00;3784,70;0,00;114,90;220,00;220,00;0,00;226,90;0,00;105,10;110,00;110,00;0,00;1139,06;1322,82;1322,82;0,00;0,00;0,00;0,00
1453;535,6;-7,8;254,0;1;1;1;1;73828,35;535,60;325,10;0,00;3768,03;0,00;95,60;220,00;220,00;0,00;226,90;0,00;105,10;110,00;110,00;0,00;1122,39;1322,82;1322,82;0,00;0,00;0,00;0,00
1454;515,2;-6,8;254,0;1;1;1;1;71560,75;515,20;327,60;0,00;3780,08;0,00;75,20;220,00;220,00;0,00;226,90;0,00;107,60;110,00;110,00;0,00;1134,44;1322,82;1322,82;0,00;0,00;0,00;0,00
1455;521,5;-6,5;218,1;1;1;1;1;60577,49;521,50;325,10;0,00;3755,86;0,00;81,50;220,00;220,00;0,00;226,90;0,00;105,10;110,00;110,00;0,00;1110,22;1322,82;1322,82;0,00;0,00;0,00;0,00
1456;524,8;-6,4;211,0;1;1;1;1;58639,01;524,80;325,10;0,00;3758,71;0,00;84,80;220,00;220,00;0,00;226,90;0,00;105,10;110,00;110,00;0,00;1113,07;1322,82;1322,82;0,00;0,00;0,00;0,00
1457;525,9;-6,4;215,1;1;1;1;1;60095,17;525,90;325,10;0,00;3759,66;0,00;85,90;220,00;220,00;0,00;226,90;0,00;105,10;110,00;110,00;0,00;1114,02;1322,82;1322,82;0,00;0,00;0,00;0,00
1458;551,4;-6,9;246,7;1;1;1;1;73225,36;551,40;325,10;0,00;3781,67;0,00;111,40;220,00;220,00;0,00;226,90;0,00;105,10;110,00;110,00;0,00;1136,03;1322,82;1322,82;0,00;0,00;0,00;0,00
1459;571,1;-7,5;254,0;1;1;1;1;77805,78;571,10;325,10;0,00;3798,68;0,00;131,10;220,00;220,00;0,00;226,90;0,00;105,10;110,00;110,00;0,00;1153,04;1322,82;1322,82;0,00;0,00;0,00;0,00
1460;567,8;-7,8;254,0;1;1;1;1;77436,05;567,80;325,10;0,00;3795,83;0,00;127,80;220,00;220,00;0,00;226,90;0,00;105,10;110,00;110,00;0,00;1150,19;1322,82;1322,82;0,00;0,00;0,00;0,00
1461;603,3;-8,1;229,1;1;1;1;1;70987,56;603,30;320,60;0,00;3888,99;0,00;163,30;220,00;220,00;0,00;226,90;0,00;100,60;110,00;110,00;0,00;1243,35;1322,82;1322,82;0,00;0,00;0,00;0,00
1462;624,3;-8,4;210,4;1;1;1;1;72417,69;624,30;220,00;0,00;2645,64;0,00;184,30;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1463;628,3;-8,6;186,7;1;1;1;1;67723,69;628,30;220,00;0,00;2645,64;0,00;188,30;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1464;638,4;-9,0;181,6;1;1;1;1;67914,69;638,40;220,00;0,00;2645,64;0,00;198,40;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1465;639;-11,3;181,7;1;1;1;1;68014,69;639,00;220,00;0,00;2645,64;0,00;199,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1466;648,8;-12,8;181,3;1;1;1;1;69200,69;648,80;220,00;0,00;2645,64;0,00;208,80;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1467;650,4;-13,0;178,6;1;1;1;1;68814,69;650,40;220,00;0,00;2645,64;0,00;210,40;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1468;649,8;-13,7;181,1;1;1;1;1;69286,69;649,80;220,00;0,00;2645,64;0,00;209,80;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1469;636,8;-14,2;181,3;1;1;1;1;67640,69;636,80;220,00;0,00;2645,64;0,00;196,80;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1470;639,3;-15,3;181,7;1;1;1;1;68053,69;639,30;220,00;0,00;2645,64;0,00;199,30;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1471;639,5;-15,5;186,5;1;1;1;1;69135,69;639,50;220,00;0,00;2645,64;0,00;199,50;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1472;633,7;-15,1;211,0;1;1;1;1;73771,69;633,70;220,00;0,00;2645,64;0,00;193,70;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1473;611,8;-14,3;231,4;1;1;1;1;72466,39;611,80;319,00;0,00;3888,66;0,00;171,80;220,00;220,00;0,00;226,90;0,00;99,00;110,00;110,00;0,00;1243,02;1322,82;1322,82;0,00;0,00;0,00;0,00
1474;591;-11,9;231,4;1;1;1;1;70646,84;591,00;322,90;0,00;3889,53;0,00;151,00;220,00;220,00;0,00;226,90;0,00;102,90;110,00;110,00;0,00;1243,89;1322,82;1322,82;0,00;0,00;0,00;0,00
1475;571,6;-11,3;226,3;1;1;1;1;67188,82;571,60;325,00;0,00;3878,21;0,00;131,60;220,00;220,00;0,00;226,90;0,00;105,00;110,00;110,00;0,00;1232,57;1322,82;1322,82;0,00;0,00;0,00;0,00
1476;548,9;-9,2;219,9;1;1;1;1;64232,58;548,90;325,10;0,00;3779,52;0,00;108,90;220,00;220,00;0,00;226,90;0,00;105,10;110,00;110,00;0,00;1133,88;1322,82;1322,82;0,00;0,00;0,00;0,00
1477;552;-8,3;211,0;1;1;1;1;61686,51;552,00;325,10;0,00;3782,19;0,00;112,00;220,00;220,00;0,00;226,90;0,00;105,10;110,00;110,00;0,00;1136,55;1322,82;1322,82;0,00;0,00;0,00;0,00
1478;539,1;-7,3;211,0;1;1;1;1;60241,19;539,10;325,10;0,00;3771,05;0,00;99,10;220,00;220,00;0,00;226,90;0,00;105,10;110,00;110,00;0,00;1125,41;1322,82;1322,82;0,00;0,00;0,00;0,00
1479;513,8;-7,0;210,9;1;1;1;1;57374,06;513,80;325,10;0,00;3749,21;0,00;73,80;220,00;220,00;0,00;226,90;0,00;105,10;110,00;110,00;0,00;1103,57;1322,82;1322,82;0,00;0,00;0,00;0,00
1480;507,8;-6,8;210,9;1;1;1;1;56701,82;507,80;325,10;0,00;3744,03;0,00;67,80;220,00;220,00;0,00;226,90;0,00;105,10;110,00;110,00;0,00;1098,39;1322,82;1322,82;0,00;0,00;0,00;0,00
1481;533,7;-6,8;215,1;1;1;1;1;60969,08;533,70;325,10;0,00;3766,39;0,00;93,70;220,00;220,00;0,00;226,90;0,00;105,10;110,00;110,00;0,00;1120,75;1322,82;1322,82;0,00;0,00;0,00;0,00
1482;580,2;-7,7;231,4;1;1;1;1;69695,18;580,20;324,90;0,00;3890,03;0,00;140,20;220,00;220,00;0,00;226,90;0,00;104,90;110,00;110,00;0,00;1244,39;1322,82;1322,82;0,00;0,00;0,00;0,00
1483;594;-8,6;267,6;1;1;1;1;82575,10;594,00;322,30;0,00;3889,06;0,00;154,00;220,00;220,00;0,00;226,90;0,00;102,30;110,00;110,00;0,00;1243,42;1322,82;1322,82;0,00;0,00;0,00;0,00
1484;610,7;-9,2;254,0;1;1;1;1;79584,05;610,70;319,20;0,00;3888,64;0,00;170,70;220,00;220,00;0,00;226,90;0,00;99,20;110,00;110,00;0,00;1243,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1485;635,7;-9,8;231,4;1;1;1;1;78519,69;635,70;220,00;0,00;2645,64;0,00;195,70;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1486;655;-10,4;211,0;1;1;1;1;76540,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1487;655;-11,2;245,0;1;1;1;1;84020,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1488;655;-12,0;186,5;1;1;1;1;71150,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1489;655;-13,6;184,7;1;1;1;1;70754,69;655,00;220,00;0,00;2645,64;0,00;215,00;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
1490;651,6;-13,9;184,4;1;1;1;1;70246,69;651,60;220,00;0,00;2645,64;0,00;211,60;220,00;220,00;0,00;226,90;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
