j ;Ptz;t ;K;DA ;DB ;DC ;DD ;Y ;Pt;Pe;Zg;Zw;PtA ;PtB ;PtC ;PtD ;PtS;E;PeA ;PeB ;PeC ;PeD ;ZgA;ZwB;ZwC;ZwD;RA;RB;RC;RD
7268;159,7;13,3;231,6;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-24908,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7269;172,5;12,3;208,9;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-24940,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7270;190;11,3;191,3;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-24990,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7271;202,6;10,4;189,1;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-25053,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7272;213;9,8;176,6;1;1;1;1;394280,84;213,00;2226,89;0,00;1282,57;0,00;0,00;213,00;0,00;0,00;-25053,30;0,00;0,00;2226,89;0,00;0,00;0,00;1282,57;0,00;0,00;0,00;0,00;0,00
7273;205,7;9,0;172,8;1;1;1;1;-773,66;205,70;113,90;0,00;1322,82;-14,30;0,00;220,00;0,00;0,00;-25053,30;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7274;202,3;7,4;141,3;1;1;1;1;-1215,66;202,30;113,90;0,00;1322,82;-17,70;0,00;220,00;0,00;0,00;-25053,30;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7275;207,1;6,7;141,3;1;1;1;1;-591,66;207,10;113,90;0,00;1322,82;-12,90;0,00;220,00;0,00;0,00;-25053,30;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7276;237,8;6,1;141,3;1;1;1;1;3399,34;237,80;113,90;0,00;1322,82;17,80;0,00;220,00;0,00;0,00;-25053,30;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7277;264,6;5,0;141,3;1;1;1;1;2426,60;264,60;124,72;0,00;1637,09;0,00;0,00;220,00;44,60;0,00;-25053,30;0,00;0,00;110,00;14,72;0,00;0,00;1322,82;314,27;0,00;0,00;0,00;0,00
7278;274,2;5,1;141,3;1;1;1;1;3263,30;274,20;129,94;0,00;1692,29;0,00;0,00;220,00;54,20;0,00;-25053,30;0,00;0,00;110,00;19,94;0,00;0,00;1322,82;369,47;0,00;0,00;0,00;0,00
7279;302,1;4,3;141,3;1;1;1;1;5694,94;302,10;145,09;0,00;1852,72;0,00;0,00;220,00;82,10;0,00;-25053,30;0,00;0,00;110,00;35,09;0,00;0,00;1322,82;529,90;0,00;0,00;0,00;0,00
7280;301,5;5,8;163,1;1;1;1;1;6400,53;301,50;144,77;0,00;1849,27;0,00;0,00;220,00;81,50;0,00;-25053,30;0,00;0,00;110,00;34,77;0,00;0,00;1322,82;526,45;0,00;0,00;0,00;0,00
7281;270,2;8,1;178,2;1;1;1;1;3570,13;270,20;127,76;0,00;1669,29;0,00;0,00;220,00;50,20;0,00;-25053,30;0,00;0,00;110,00;17,76;0,00;0,00;1322,82;346,47;0,00;0,00;0,00;0,00
7282;220,8;10,8;191,0;1;1;1;1;1085,34;220,00;110,00;0,00;1322,82;0,00;0,00;220,00;0,00;0,00;-25053,30;0,00;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7283;180,5;13,3;191,1;1;1;1;1;-4049,66;180,50;113,90;0,00;1322,82;-39,50;0,00;220,00;0,00;0,00;-25053,30;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7284;155,3;15,4;191,1;1;1;1;1;-7325,66;155,30;113,90;0,00;1322,82;-64,70;0,00;220,00;0,00;0,00;-25053,30;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7285;130;16,7;191,1;1;1;1;1;-10614,66;130,00;113,90;0,00;1322,82;-90,00;0,00;220,00;0,00;0,00;-25053,30;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7286;120,6;17,3;191,1;1;1;1;1;-11836,66;120,60;113,90;0,00;1322,82;-99,40;0,00;220,00;0,00;0,00;-25053,30;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7287;118,3;17,5;191,0;1;1;1;1;-12135,66;118,30;113,90;0,00;1322,82;-101,70;0,00;220,00;0,00;0,00;-25053,30;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7288;127,4;16,9;191,0;1;1;1;1;-10952,66;127,40;113,90;0,00;1322,82;-92,60;0,00;220,00;0,00;0,00;-25053,30;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7289;186,5;15,5;191,0;1;1;1;1;-3269,66;186,50;113,90;0,00;1322,82;-33,50;0,00;220,00;0,00;0,00;-25053,30;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7290;201,5;13,7;192,8;1;1;1;1;-1319,66;201,50;113,90;0,00;1322,82;-18,50;0,00;220,00;0,00;0,00;-25053,30;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7291;217,2;12,0;193,5;1;1;1;1;721,34;217,20;113,90;0,00;1322,82;-2,80;0,00;220,00;0,00;0,00;-25053,30;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7292;235,5;10,7;194,8;1;1;1;1;3100,34;235,50;113,90;0,00;1322,82;15,50;0,00;220,00;0,00;0,00;-25053,30;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7293;264,9;9,7;193,5;1;1;1;1;3229,69;264,90;124,88;0,00;1638,82;0,00;0,00;220,00;44,90;0,00;-25053,30;0,00;0,00;110,00;14,88;0,00;0,00;1322,82;316,00;0,00;0,00;0,00;0,00
7294;284,4;9,0;191,3;1;1;1;1;5426,11;284,40;135,48;0,00;1750,94;0,00;0,00;220,00;64,40;0,00;-25053,30;0,00;0,00;110,00;25,48;0,00;0,00;1322,82;428,12;0,00;0,00;0,00;0,00
7295;309,3;8,3;191,0;1;1;1;1;8260,88;309,30;149,00;0,00;1894,12;0,00;0,00;220,00;89,30;0,00;-25053,30;0,00;0,00;110,00;39,00;0,00;0,00;1322,82;571,30;0,00;0,00;0,00;0,00
7296;308,1;7,6;177,9;1;1;1;1;7621,50;308,10;148,35;0,00;1887,22;0,00;0,00;220,00;88,10;0,00;-25053,30;0,00;0,00;110,00;38,35;0,00;0,00;1322,82;564,40;0,00;0,00;0,00;0,00
7297;304,3;5,2;188,1;1;1;1;1;7584,88;304,30;146,29;0,00;1865,37;0,00;0,00;220,00;84,30;0,00;-25053,30;0,00;0,00;110,00;36,29;0,00;0,00;1322,82;542,55;0,00;0,00;0,00;0,00
7298;303;4,0;177,7;1;1;1;1;7068,50;303,00;145,58;0,00;1857,89;0,00;0,00;220,00;83,00;0,00;-25053,30;0,00;0,00;110,00;35,58;0,00;0,00;1322,82;535,07;0,00;0,00;0,00;0,00
7299;310;4,0;176,1;1;1;1;1;1215938,52;310,00;6893,34;0,00;1840,32;0,00;0,00;310,00;0,00;0,00;-25053,30;0,00;0,00;6893,34;0,00;0,00;0,00;1840,32;0,00;0,00;0,00;0,00;0,00
7300;323,2;3,4;174,6;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-25236,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7301;351,2;4,1;174,6;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-25447,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7302;343,2;3,5;174,4;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-25650,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7303;326,1;3,0;174,4;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-25837,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7304;340,5;4,2;176,1;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26037,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7305;342,1;6,4;183,7;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26239,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7306;244,1;9,4;190,5;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26343,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7307;197;12,4;190,5;1;1;1;1;336574,49;197,00;1762,35;0,00;1190,57;0,00;0,00;197,00;0,00;0,00;-26343,70;0,00;0,00;1762,35;0,00;0,00;0,00;1190,57;0,00;0,00;0,00;0,00;0,00
7308;173,4;15,1;190,7;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26377,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7309;155,5;17,5;190,7;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26392,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7310;139,4;19,1;191,0;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26392,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7311;134,7;19,3;190,5;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26386,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7312;144,9;18,8;190,5;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26391,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7313;158,3;17,7;216,6;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26409,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7314;149,5;15,6;216,6;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26419,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7315;159,1;13,7;216,6;1;1;1;1;204182,93;159,10;1052,83;0,00;2141,52;0,00;0,00;159,10;0,00;0,00;-26419,40;0,00;120,00;932,83;0,00;0,00;1168,88;972,65;0,00;0,00;0,00;0,00;0,00
7316;174;13,0;216,6;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26453,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7317;174,3;12,7;197,3;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26487,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7318;176,9;12,4;190,5;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26524,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7319;172,9;12,4;190,3;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26557,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7320;160,9;12,4;177,3;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26578,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7321;152,5;12,0;188,3;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26590,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7322;150,2;12,0;183,2;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26601,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7323;153;14,0;178,6;1;1;1;1;148812,73;153,00;831,04;0,00;937,57;0,00;0,00;153,00;0,00;0,00;-26601,10;0,00;0,00;831,04;0,00;0,00;0,00;937,57;0,00;0,00;0,00;0,00;0,00
7324;172,8;13,3;183,2;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26633,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7325;187,9;12,5;183,8;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26681,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7326;199,9;12,1;188,6;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26741,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7327;200,4;11,9;251,7;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26802,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7328;202,9;12,3;236,6;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26865,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7329;201,2;13,3;245,9;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26926,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7330;184,3;14,6;245,9;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26970,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7331;142,7;16,1;240,3;1;1;1;1;159983,06;140,00;760,06;0,00;2031,70;0,00;0,00;140,00;0,00;0,00;-26970,50;0,00;120,00;640,06;0,00;0,00;1168,88;862,82;0,00;0,00;0,00;0,00;0,00
7332;122,2;17,5;245,9;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26970,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7333;117,1;18,5;238,4;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26970,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7334;118,1;19,1;240,3;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26970,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7335;113,1;19,3;237,6;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26970,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7336;111,5;19,0;240,3;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26970,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7337;130,4;17,9;246,3;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26960,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7338;153,8;15,9;249,2;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-26974,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7339;162,4;14,1;245,9;1;1;1;1;249444,39;162,40;1111,31;0,00;2160,50;0,00;0,00;162,40;0,00;0,00;-26974,70;0,00;120,00;991,31;0,00;0,00;1168,88;991,62;0,00;0,00;0,00;0,00;0,00
7340;172,7;13,1;245,9;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-27007,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7341;194,3;12,7;237,6;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-27061,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7342;201,7;12,4;215,9;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-27123,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7343;201,8;12,1;222,0;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-27185,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7344;199,2;11,9;190,9;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-27244,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7345;185,2;12,7;198,2;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-27289,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7346;160;12,6;192,3;1;1;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-27309,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10000,00;0,00
7347;166,6;12,5;190,9;1;1;1;1;204658,60;166,60;1069,30;0,00;1015,77;0,00;0,00;166,60;0,00;0,00;-27309,60;0,00;0,00;1069,30;0,00;0,00;0,00;1015,77;0,00;0,00;0,00;0,00;0,00
7348;169;12,5;192,3;1;1;1;1;-5544,66;169,00;113,90;0,00;1322,82;-51,00;0,00;220,00;0,00;0,00;-27309,60;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7349;169,9;12,6;192,3;1;1;1;1;-5427,66;169,90;113,90;0,00;1322,82;-50,10;0,00;220,00;0,00;0,00;-27309,60;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7350;173,4;12,6;207,7;1;1;1;1;-4361,36;173,40;233,90;0,00;2491,70;-46,60;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7351;183,3;12,6;303,3;1;1;1;1;8397,64;183,30;233,90;0,00;2491,70;-36,70;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7352;199,8;12,2;262,9;1;1;1;1;5694,64;199,80;233,90;0,00;2491,70;-20,20;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7353;201,8;12,3;352,0;1;1;1;1;16646,64;201,80;233,90;0,00;2491,70;-18,20;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7354;207,3;12,4;352,2;1;1;1;1;17385,64;207,30;233,90;0,00;2491,70;-12,70;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7355;212,2;12,8;352,2;1;1;1;1;18022,64;212,20;233,90;0,00;2491,70;-7,80;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7356;215,6;13,6;354,6;1;1;1;1;18752,64;215,60;233,90;0,00;2491,70;-4,40;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7357;213;14,2;354,6;1;1;1;1;18414,64;213,00;233,90;0,00;2491,70;-7,00;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7358;226;14,2;354,6;1;1;1;1;1085,34;220,00;110,00;0,00;1322,82;0,00;0,00;220,00;0,00;0,00;-27309,60;0,00;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7359;231,3;13,9;354,6;1;1;1;1;20793,64;231,30;233,90;0,00;2491,70;11,30;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7360;232,6;13,4;354,6;1;1;1;1;20962,64;232,60;233,90;0,00;2491,70;12,60;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7361;231,9;12,6;354,6;1;1;1;1;20871,64;231,90;233,90;0,00;2491,70;11,90;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7362;229,7;11,5;354,6;1;1;1;1;1085,34;220,00;110,00;0,00;1322,82;0,00;0,00;220,00;0,00;0,00;-27309,60;0,00;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7363;243,8;10,5;354,6;1;1;1;1;22418,64;243,80;233,90;0,00;2491,70;23,80;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7364;250,2;10,1;354,6;1;1;1;1;23250,64;250,20;233,90;0,00;2491,70;30,20;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7365;256,2;10,2;352,0;1;1;1;1;23718,64;256,20;233,90;0,00;2491,70;36,20;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7366;255,4;10,3;216,0;1;1;1;1;7294,64;255,40;233,90;0,00;2491,70;35,40;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7367;253,9;10,3;223,7;1;1;1;1;8023,64;253,90;233,90;0,00;2491,70;33,90;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7368;245;10,3;190,9;1;1;1;1;4335,34;245,00;113,90;0,00;1322,82;25,00;0,00;220,00;0,00;0,00;-27309,60;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7369;238,2;9,8;190,7;1;1;1;1;3451,34;238,20;113,90;0,00;1322,82;18,20;0,00;220,00;0,00;0,00;-27309,60;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7370;236,9;9,8;188,3;1;1;1;1;3282,34;236,90;113,90;0,00;1322,82;16,90;0,00;220,00;0,00;0,00;-27309,60;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7371;231,7;10,0;183,6;1;1;1;1;2606,34;231,70;113,90;0,00;1322,82;11,70;0,00;220,00;0,00;0,00;-27309,60;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7372;226,7;10,0;188,1;1;1;1;1;1085,34;220,00;110,00;0,00;1322,82;0,00;0,00;220,00;0,00;0,00;-27309,60;0,00;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7373;231,7;10,1;188,6;1;1;1;1;2606,34;231,70;113,90;0,00;1322,82;11,70;0,00;220,00;0,00;0,00;-27309,60;3,90;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7374;227,4;9,9;190,7;1;1;1;1;1085,34;220,00;110,00;0,00;1322,82;0,00;0,00;220,00;0,00;0,00;-27309,60;0,00;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7375;238,6;9,8;251,7;1;1;1;1;9394,64;238,60;233,90;0,00;2491,70;18,60;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7376;258,6;9,8;246,0;1;1;1;1;11310,64;258,60;233,90;0,00;2491,70;38,60;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7377;270,1;9,9;265,6;1;1;1;1;12666,44;270,10;247,71;0,00;2837,59;0,00;0,00;220,00;50,10;0,00;-27309,60;0,00;120,00;110,00;17,71;0,00;1168,88;1322,82;345,90;0,00;0,00;0,00;0,00
7378;276,8;10,1;262,6;1;1;1;1;13278,73;276,80;251,35;0,00;2876,12;0,00;0,00;220,00;56,80;0,00;-27309,60;0,00;120,00;110,00;21,35;0,00;1168,88;1322,82;384,42;0,00;0,00;0,00;0,00
7379;254,6;10,5;250,1;1;1;1;1;11282,64;254,60;233,90;0,00;2491,70;34,60;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7380;244,6;11,4;262,6;1;1;1;1;11482,64;244,60;233,90;0,00;2491,70;24,60;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7381;236,5;12,2;262,6;1;1;1;1;10429,64;236,50;233,90;0,00;2491,70;16,50;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7382;234,1;12,7;265,6;1;1;1;1;10477,64;234,10;233,90;0,00;2491,70;14,10;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7383;234,2;13,0;265,6;1;1;1;1;10490,64;234,20;233,90;0,00;2491,70;14,20;0,00;220,00;0,00;0,00;-27309,60;3,90;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
